heuristic,network,ctg_id,num_branches,mean_gap,median_gap,max_gap,mean_ratio,median_ratio
CPOP,3node_hetero,0,2,0.0,0.0,0.0,1.0,1.0
CPOP,3node_hetero,1,3,0.0195,0.0,0.0585,0.9921333333333333,1.0
HEFT,3node_hetero,0,2,0.0625,0.0625,0.125,0.9704999999999999,0.9704999999999999
HEFT,3node_hetero,1,3,0.0195,0.0,0.0585,0.9921333333333333,1.0
