heuristic,network,ctg_id,trace,trace_probability,num_tasks_ctg,num_tasks_trace,ctg_overlapping_makespan,trace_ctg_makespan,trace_standalone_makespan,trace_gap,trace_ratio_standalone_over_ctg
HEFT,2node_homo,0,Trace: 6-30-19-22,0.021733,32,22,7.1287,8.9752,7.0807,1.8945,0.7889
HEFT,2node_homo,0,Trace: 6-30-19-21,0.035277,32,22,7.1287,8.6734,7.0284,1.645,0.8103
HEFT,2node_homo,0,Trace: 6-30-20-22,0.038159,32,22,7.1287,8.9752,7.0105,1.9648,0.7811
HEFT,2node_homo,0,Trace: 6-30-20-21,0.061941,32,22,7.1287,8.6734,6.85,1.8234,0.7898
HEFT,2node_homo,0,Trace: 6-29-19-22,0.067653,32,22,7.1287,8.9752,6.8057,2.1696,0.7583
HEFT,2node_homo,0,Trace: 6-29-19-21,0.109816,32,22,7.1287,8.6734,6.8009,1.8724,0.7841
HEFT,2node_homo,0,Trace: 6-29-20-22,0.118789,32,22,7.1287,8.9752,6.6977,2.2775,0.7462
HEFT,2node_homo,0,Trace: 6-29-20-21,0.19282,32,22,7.1287,8.6734,6.7543,1.919,0.7787
HEFT,2node_homo,0,Trace: 5-26-19-22,0.02456,32,22,7.1287,8.2257,7.1287,1.0971,0.8666
HEFT,2node_homo,0,Trace: 5-26-19-21,0.039867,32,22,7.1287,7.9239,7.0373,0.8865,0.8881
HEFT,2node_homo,0,Trace: 5-26-20-22,0.043124,32,22,7.1287,8.2257,7.0657,1.1601,0.859
HEFT,2node_homo,0,Trace: 5-26-20-21,0.07,32,22,7.1287,7.9239,6.8456,1.0782,0.8639
HEFT,2node_homo,0,Trace: 5-25-19-22,0.024382,32,22,7.1287,8.2257,7.1179,1.1078,0.8653
HEFT,2node_homo,0,Trace: 5-25-19-21,0.039577,32,22,7.1287,7.9239,7.1526,0.7713,0.9027
HEFT,2node_homo,0,Trace: 5-25-20-22,0.042811,32,22,7.1287,8.2257,7.0657,1.1601,0.859
HEFT,2node_homo,0,Trace: 5-25-20-21,0.069491,32,22,7.1287,7.9239,6.9408,0.9831,0.8759
HEFT,2node_homo,1,Trace: 1-3,0.261309,8,4,1.9803,1.4577,1.4577,0.0,1.0
HEFT,2node_homo,1,Trace: 1-4,0.196688,8,4,1.9803,1.8353,1.8353,0.0,1.0
HEFT,2node_homo,1,Trace: 2-6,0.54175,8,4,1.9803,1.9803,1.9803,0.0,1.0
HEFT,2node_homo,1,Trace: 2-5,0.000253,8,4,1.9803,1.6832,1.6832,0.0,1.0
HEFT,2node_homo,2,Trace: 1,0.552991,8,5,2.8546,2.5162,2.5162,0.0,1.0
HEFT,2node_homo,2,Trace: 2-6,0.153858,8,4,2.8546,2.8546,1.878,0.9767,0.6579
HEFT,2node_homo,2,Trace: 2-5,0.293151,8,4,2.8546,2.461,2.232,0.2289,0.907
HEFT,2node_homo,3,Trace: 3-8-6-30,0.06945,32,14,5.7343,4.7594,4.5841,0.1753,0.9632
HEFT,2node_homo,3,Trace: 3-8-6-29,0.164054,32,14,5.7343,5.7343,4.5841,1.1502,0.7994
HEFT,2node_homo,3,Trace: 3-8-5-11,0.140158,32,12,5.7343,4.8969,4.7964,0.1006,0.9795
HEFT,2node_homo,3,Trace: 3-8-5-12,0.171752,32,12,5.7343,4.154,4.8051,-0.651,1.1567
HEFT,2node_homo,3,Trace: 3-7-6-30,0.053816,32,14,5.7343,4.9273,5.2269,-0.2995,1.0608
HEFT,2node_homo,3,Trace: 3-7-6-29,0.127124,32,14,5.7343,5.1369,4.7232,0.4136,0.9195
HEFT,2node_homo,3,Trace: 3-7-5-11,0.108608,32,12,5.7343,5.0649,5.1977,-0.1328,1.0262
