experiment_num,scheduler_name,mode,n,duplicated_tasks,makespan
87,cpop,top-n,1,0,5.041408039154884
87,cpop,top-n,2,"0,3",4.6353724623965675
87,cpop,top-n,3,"0,3,2",5.041408039154884
87,cpop,top-n,4,"0,3,2,1",5.58299200237402
87,cpop,top-n,5,"0,3,2,1,6",5.58299200237402
87,cpop,bottom-n,0,,5.041408039154884
87,cpop,bottom-n,1,7,6.878416294766378
87,cpop,bottom-n,2,"7,4",6.342077388015699
87,cpop,bottom-n,3,"7,4,5",6.342077388015699
87,cpop,bottom-n,4,"7,4,5,6",6.342077388015699
87,cpop,bottom-n,5,"7,4,5,6,1",6.538451594852293
88,heft,top-n,0,,3.68079867829497
88,heft,top-n,1,0,3.282842085133946
88,heft,top-n,2,"0,4",3.264307285660788
88,heft,top-n,3,"0,4,3",3.0777480951051577
88,heft,top-n,4,"0,4,3,5",2.912609594971033
88,heft,top-n,5,"0,4,3,5,2",3.301447352991058
88,heft,bottom-n,0,,3.68079867829497
88,heft,bottom-n,1,7,3.8654731569476315
88,heft,bottom-n,2,"7,6",3.8654731569476315
88,heft,bottom-n,3,"7,6,1",3.8405956398827037
88,heft,bottom-n,4,"7,6,1,2",4.037775279506112
88,heft,bottom-n,5,"7,6,1,2,5",4.289645242055492
88,cpop,top-n,0,,3.8654731569476315
88,cpop,top-n,1,0,3.8654731569476315
88,cpop,top-n,2,"0,4",3.705728551768656
88,cpop,top-n,3,"0,4,3",3.633536909047366
88,cpop,top-n,4,"0,4,3,5",3.3014473522065817
88,cpop,top-n,5,"0,4,3,5,2",3.48624086837697
88,cpop,bottom-n,0,,3.8654731569476315
88,cpop,bottom-n,1,7,4.032166071395363
88,cpop,bottom-n,2,"7,6",4.151298636876459
88,cpop,bottom-n,3,"7,6,1",4.032166071395363
88,cpop,bottom-n,4,"7,6,1,2",4.037775278721636
88,cpop,bottom-n,5,"7,6,1,2,5",4.289645242055492
89,heft,top-n,0,,4.342239726703726
89,heft,top-n,1,0,4.245656743724333
89,heft,top-n,2,"0,3",4.245656743724333
89,heft,top-n,3,"0,3,1",4.245656743724333
89,heft,top-n,4,"0,3,1,5",4.451648972743079
89,heft,top-n,5,"0,3,1,5,2",4.55372879959369
89,heft,bottom-n,0,,4.342239726703726
89,heft,bottom-n,1,7,4.590883506411569
89,heft,bottom-n,2,"7,4",4.590883506411569
89,heft,bottom-n,3,"7,4,6",4.651362772866317
89,heft,bottom-n,4,"7,4,6,2",4.590883506411569
89,heft,bottom-n,5,"7,4,6,2,5",4.655325132986764
89,cpop,top-n,0,,4.376682058875064
89,cpop,top-n,1,0,4.376682058875064
89,cpop,top-n,2,"0,3",4.376682058875064
89,cpop,top-n,3,"0,3,1",4.433715874763839
89,cpop,top-n,4,"0,3,1,5",4.577563325110464
89,cpop,top-n,5,"0,3,1,5,2",4.577563325110464
89,cpop,bottom-n,0,,4.376682058875064
89,cpop,bottom-n,1,7,4.590883506411569
89,cpop,bottom-n,2,"7,4",4.890643418378309
89,cpop,bottom-n,3,"7,4,6",4.890643418378309
89,cpop,bottom-n,4,"7,4,6,2",4.858439893700382
89,cpop,bottom-n,5,"7,4,6,2,5",4.858439893700382
90,heft,top-n,0,,5.457545866391002
90,heft,top-n,1,0,4.709198647769381
90,heft,top-n,2,"0,4",5.084886200929883
90,heft,top-n,3,"0,4,5",5.3640245981936
90,heft,top-n,4,"0,4,5,2",5.6894732183450705
90,heft,top-n,5,"0,4,5,2,1",6.457853869826771
90,heft,bottom-n,0,,5.457545866391002
90,heft,bottom-n,1,7,5.583552265870752
90,heft,bottom-n,2,"7,6",5.583552265870752
90,heft,bottom-n,3,"7,6,3",5.583552265870752
90,heft,bottom-n,4,"7,6,3,1",5.723343111513718
90,heft,bottom-n,5,"7,6,3,1,2",6.049416710550352
90,cpop,top-n,0,,4.947977212040453
90,cpop,top-n,1,0,4.947977212040453
90,cpop,top-n,2,"0,4",4.947977212040453
90,cpop,top-n,3,"0,4,5",5.6894732183450705
90,cpop,top-n,4,"0,4,5,2",5.6894732183450705
90,cpop,top-n,5,"0,4,5,2,1",6.501373403553942
90,cpop,bottom-n,0,,4.947977212040453
90,cpop,bottom-n,1,7,5.510486949270552
90,cpop,bottom-n,2,"7,6",6.4799454143705315
90,cpop,bottom-n,3,"7,6,3",6.4799454143705315
90,cpop,bottom-n,4,"7,6,3,1",6.457853872534945
90,cpop,bottom-n,5,"7,6,3,1,2",7.118127364485695
91,heft,top-n,0,,6.07667967658445
91,heft,top-n,1,0,9.2437336249789
91,heft,top-n,2,"0,3",9.2437336249789
91,heft,top-n,3,"0,3,6",9.603931658826887
91,heft,top-n,4,"0,3,6,1",6.07667967658445
91,heft,top-n,5,"0,3,6,1,4",5.66347203079221
91,heft,bottom-n,0,,6.07667967658445
91,heft,bottom-n,1,7,7.4864146626290555
91,heft,bottom-n,2,"7,5",7.4864146626290555
91,heft,bottom-n,3,"7,5,2",7.929940346096343
91,heft,bottom-n,4,"7,5,2,4",7.929940346096343
91,heft,bottom-n,5,"7,5,2,4,1",7.929940346096343
91,cpop,top-n,0,,5.453696671076896
91,cpop,top-n,1,0,5.453696671076896
91,cpop,top-n,2,"0,3",5.453696671076896
91,cpop,top-n,3,"0,3,6",5.453696671076896
91,cpop,top-n,4,"0,3,6,1",5.663472031655081
91,cpop,top-n,5,"0,3,6,1,4",5.663472031655081
91,cpop,bottom-n,0,,5.453696671076896
91,cpop,bottom-n,1,7,7.963600086827292
91,cpop,bottom-n,2,"7,5",7.963600086827292
91,cpop,bottom-n,3,"7,5,2",7.963600086827292
91,cpop,bottom-n,4,"7,5,2,4",7.963600086827292
91,cpop,bottom-n,5,"7,5,2,4,1",7.978702555459908
92,heft,top-n,0,,7.744587639913059
92,heft,top-n,1,0,8.168008877887777
92,heft,top-n,2,"0,3",8.168008877887777
92,heft,top-n,3,"0,3,5",7.769315308851118
92,heft,top-n,4,"0,3,5,1",8.362506124460754
92,heft,top-n,5,"0,3,5,1,2",8.362506124460754
92,heft,bottom-n,0,,7.744587639913059
92,heft,bottom-n,1,7,8.598195801697962
92,heft,bottom-n,2,"7,4",8.598195801697962
92,heft,bottom-n,3,"7,4,6",8.598195801697962
92,heft,bottom-n,4,"7,4,6,2",8.948645834060269
92,heft,bottom-n,5,"7,4,6,2,1",8.948645834060269
92,cpop,top-n,0,,7.744587639913059
92,cpop,top-n,1,0,7.744587639913059
92,cpop,top-n,2,"0,3",7.744587639913059
92,cpop,top-n,3,"0,3,5",8.50957634162306
92,cpop,top-n,4,"0,3,5,1",8.50957634162306
92,cpop,top-n,5,"0,3,5,1,2",8.948645834060269
92,cpop,bottom-n,0,,7.744587639913059
92,cpop,bottom-n,1,7,8.598195801697962
92,cpop,bottom-n,2,"7,4",8.598195801697962
92,cpop,bottom-n,3,"7,4,6",8.598195801697962
92,cpop,bottom-n,4,"7,4,6,2",8.948645834060269
92,cpop,bottom-n,5,"7,4,6,2,1",8.948645834060269
93,heft,top-n,0,,6.547350694233435
93,heft,top-n,1,0,6.403669277767052
93,heft,top-n,2,"0,3",6.33735616109406
93,heft,top-n,3,"0,3,2",6.772203245405705
93,heft,top-n,4,"0,3,2,4",6.772203245405705
93,heft,top-n,5,"0,3,2,4,1",6.547350694233435
93,heft,bottom-n,0,,6.547350694233435
93,heft,bottom-n,1,7,7.9143433980967925
93,heft,bottom-n,2,"7,5",7.9143433980967925
93,heft,bottom-n,3,"7,5,6",7.9143433980967925
93,heft,bottom-n,4,"7,5,6,1",7.9143433980967925
93,heft,bottom-n,5,"7,5,6,1,4",7.9143433980967925
93,cpop,top-n,0,,6.547350694044247
93,cpop,top-n,1,0,6.547350694044247
93,cpop,top-n,2,"0,3",6.772203245405705
93,cpop,top-n,3,"0,3,2",6.772203245405705
93,cpop,top-n,4,"0,3,2,4",6.772203245405705
93,cpop,top-n,5,"0,3,2,4,1",7.903065022813942
93,cpop,bottom-n,0,,6.547350694044247
93,cpop,bottom-n,1,7,8.900266003096068
93,cpop,bottom-n,2,"7,5",8.900266003096068
93,cpop,bottom-n,3,"7,5,6",8.900266003096068
93,cpop,bottom-n,4,"7,5,6,1",8.900266003096068
93,cpop,bottom-n,5,"7,5,6,1,4",8.900266003096068
94,heft,top-n,0,,4.158228163139307
94,heft,top-n,1,0,3.9425788382117095
94,heft,top-n,2,"0,1",3.8345106247650915
94,heft,top-n,3,"0,1,2",3.8345106247650915
94,heft,top-n,4,"0,1,2,6",3.8345106247650915
94,heft,top-n,5,"0,1,2,6,4",3.8345106247650915
94,heft,bottom-n,0,,4.158228163139307
94,heft,bottom-n,1,7,5.144259781198233
94,heft,bottom-n,2,"7,5",5.144259781198233
94,heft,bottom-n,3,"7,5,3",5.144259781198233
94,heft,bottom-n,4,"7,5,3,4",5.653874359800531
94,heft,bottom-n,5,"7,5,3,4,6",6.090132538684269
94,cpop,top-n,0,,4.857398871941589
94,cpop,top-n,1,0,4.857398871941589
94,cpop,top-n,2,"0,1",4.02714380606085
94,cpop,top-n,3,"0,1,2",4.7452086788089
94,cpop,top-n,4,"0,1,2,6",4.02714380606085
94,cpop,top-n,5,"0,1,2,6,4",4.02714380606085
94,cpop,bottom-n,0,,4.857398871941589
94,cpop,bottom-n,1,7,4.888451595697746
94,cpop,bottom-n,2,"7,5",4.888451595697746
94,cpop,bottom-n,3,"7,5,3",5.022107088052469
94,cpop,bottom-n,4,"7,5,3,4",5.653874359800531
94,cpop,bottom-n,5,"7,5,3,4,6",5.653874359800531
95,heft,top-n,0,,6.740918711763541
95,heft,top-n,1,0,6.13552318440186
95,heft,top-n,2,"0,5",6.580993137248875
95,heft,top-n,3,"0,5,1",7.181065860948603
95,heft,top-n,4,"0,5,1,6",7.181065860948603
95,heft,top-n,5,"0,5,1,6,2",7.011364637814751
95,heft,bottom-n,0,,6.740918711763541
95,heft,bottom-n,1,7,7.561391642326807
95,heft,bottom-n,2,"7,4",7.180601470536166
95,heft,bottom-n,3,"7,4,3",7.561391642326807
95,heft,bottom-n,4,"7,4,3,2",8.016076007169422
95,heft,bottom-n,5,"7,4,3,2,6",8.538042860980283
95,cpop,top-n,0,,7.287683934740748
95,cpop,top-n,1,0,7.287683934740748
95,cpop,top-n,2,"0,5",7.287683934740748
95,cpop,top-n,3,"0,5,1",7.509827931989429
95,cpop,top-n,4,"0,5,1,6",7.509827931989429
95,cpop,top-n,5,"0,5,1,6,2",7.369117563461943
95,cpop,bottom-n,0,,7.287683934740748
95,cpop,bottom-n,1,7,7.647254543910053
95,cpop,bottom-n,2,"7,4",7.647254543910053
95,cpop,bottom-n,3,"7,4,3",7.372486035463536
95,cpop,bottom-n,4,"7,4,3,2",8.265802526355014
95,cpop,bottom-n,5,"7,4,3,2,6",8.549086962922427
96,heft,top-n,0,,6.83536714025532
96,heft,top-n,1,0,6.83536714025532
96,heft,top-n,2,"0,6",7.820468649916939
96,heft,top-n,3,"0,6,2",6.937463418957539
96,heft,top-n,4,"0,6,2,4",6.937463418957539
96,heft,top-n,5,"0,6,2,4,1",6.937463418957539
96,heft,bottom-n,0,,6.83536714025532
96,heft,bottom-n,1,7,7.846654838137276
96,heft,bottom-n,2,"7,5",8.961044554394112
96,heft,bottom-n,3,"7,5,3",9.09402744053441
96,heft,bottom-n,4,"7,5,3,1",9.09402744053441
96,heft,bottom-n,5,"7,5,3,1,4",9.09402744053441
96,cpop,top-n,0,,6.9717386727119965
96,cpop,top-n,1,0,6.9717386727119965
96,cpop,top-n,2,"0,6",7.157430526565611
96,cpop,top-n,3,"0,6,2",7.97759024701181
96,cpop,top-n,4,"0,6,2,4",7.97759024701181
96,cpop,top-n,5,"0,6,2,4,1",7.379383842653335
96,cpop,bottom-n,0,,6.9717386727119965
96,cpop,bottom-n,1,7,7.731188490732109
96,cpop,bottom-n,2,"7,5",9.313994548142482
96,cpop,bottom-n,3,"7,5,3",9.313994548142482
96,cpop,bottom-n,4,"7,5,3,1",9.313994548142482
96,cpop,bottom-n,5,"7,5,3,1,4",9.313994548142482
97,heft,top-n,0,,6.489747881763474
97,heft,top-n,1,0,7.993670249595434
97,heft,top-n,2,"0,3",7.993670249595434
97,heft,top-n,3,"0,3,6",7.721999328047724
97,heft,top-n,4,"0,3,6,1",7.441746311567497
97,heft,top-n,5,"0,3,6,1,2",8.29655012785728
97,heft,bottom-n,0,,6.489747881763474
97,heft,bottom-n,1,7,7.093298374713433
97,heft,bottom-n,2,"7,5",6.877904277035798
97,heft,bottom-n,3,"7,5,4",6.8727370243029835
97,heft,bottom-n,4,"7,5,4,2",6.8727370243029835
97,heft,bottom-n,5,"7,5,4,2,1",6.65519741297874
97,cpop,top-n,0,,6.913258965774974
97,cpop,top-n,1,0,6.913258965774974
97,cpop,top-n,2,"0,3",6.5213691194348
97,cpop,top-n,3,"0,3,6",6.913258965774974
97,cpop,top-n,4,"0,3,6,1",6.913258965774974
97,cpop,top-n,5,"0,3,6,1,2",6.928522113352308
97,cpop,bottom-n,0,,6.913258965774974
97,cpop,bottom-n,1,7,8.2708728621954
97,cpop,bottom-n,2,"7,5",6.9857827110607476
97,cpop,bottom-n,3,"7,5,4",6.9857827110607476
97,cpop,bottom-n,4,"7,5,4,2",9.976572055162713
97,cpop,bottom-n,5,"7,5,4,2,1",9.976572055162713
98,heft,top-n,0,,5.257064379932848
98,heft,top-n,1,0,5.188042960012879
98,heft,top-n,2,"0,4",4.438494318080347
98,heft,top-n,3,"0,4,2",4.767698532636184
98,heft,top-n,4,"0,4,2,5",5.145867621464237
98,heft,top-n,5,"0,4,2,5,1",5.793248638378426
98,heft,bottom-n,0,,5.257064379932848
98,heft,bottom-n,1,7,5.985735327106511
98,heft,bottom-n,2,"7,3",6.125337650503836
98,heft,bottom-n,3,"7,3,6",6.125337650503836
98,heft,bottom-n,4,"7,3,6,1",6.53572723318976
98,heft,bottom-n,5,"7,3,6,1,5",6.828757880924971
98,cpop,top-n,0,,5.257064382169373
98,cpop,top-n,1,0,5.257064382169373
98,cpop,top-n,2,"0,4",5.257064382169373
98,cpop,top-n,3,"0,4,2",5.257064382169373
98,cpop,top-n,4,"0,4,2,5",5.3092633249053875
98,cpop,top-n,5,"0,4,2,5,1",6.955980652666952
98,cpop,bottom-n,0,,5.257064382169373
98,cpop,bottom-n,1,7,6.806442178468911
98,cpop,bottom-n,2,"7,3",6.726396368963163
98,cpop,bottom-n,3,"7,3,6",6.144584186996838
98,cpop,bottom-n,4,"7,3,6,1",7.440851510232784
98,cpop,bottom-n,5,"7,3,6,1,5",7.426918034751795
99,heft,top-n,0,,3.720491697982679
99,heft,top-n,1,0,2.964545275541686
99,heft,top-n,2,"0,1",3.41013599968705
99,heft,top-n,3,"0,1,6",3.349060384008042
99,heft,top-n,4,"0,1,6,3",3.41013599968705
99,heft,top-n,5,"0,1,6,3,2",3.429764750958106
99,heft,bottom-n,0,,3.720491697982679
99,heft,bottom-n,1,7,3.846878983552034
99,heft,bottom-n,2,"7,4",4.321604842756795
99,heft,bottom-n,3,"7,4,5",4.321604842756795
99,heft,bottom-n,4,"7,4,5,2",3.7525982536823674
99,heft,bottom-n,5,"7,4,5,2,3",3.718762770501149
99,cpop,top-n,0,,3.297835834859915
99,cpop,top-n,1,0,3.297835834859915
99,cpop,top-n,2,"0,1",3.2739684884328804
99,cpop,top-n,3,"0,1,6",3.2739684884328804
99,cpop,top-n,4,"0,1,6,3",3.2739684884328804
99,cpop,top-n,5,"0,1,6,3,2",3.451302426784739
99,cpop,bottom-n,0,,3.297835834859915
99,cpop,bottom-n,1,7,3.5662478247784826
99,cpop,bottom-n,2,"7,4",3.7714878527853917
99,cpop,bottom-n,3,"7,4,5",3.7525982536823674
99,cpop,bottom-n,4,"7,4,5,2",3.7714878527853917
99,cpop,bottom-n,5,"7,4,5,2,3",3.6958091532368647
