Instance,CCR,Num Nodes,Levels,Branching Factor,Scheduler,Dup Factor,Makespan
14,5.0,8,2,3,CPoP,2,2.8537287599568453
14,5.0,8,3,2,HEFT,1,4.769918846101551
14,5.0,8,3,2,CPoP,1,5.2602049642808
14,5.0,8,3,2,HEFT,2,4.098445838191315
14,5.0,8,3,2,CPoP,2,5.2602049642808
14,5.0,8,3,3,HEFT,1,8.38835291562536
14,5.0,8,3,3,CPoP,1,9.191947248987244
14,5.0,8,3,3,HEFT,2,8.376459725629058
14,5.0,8,3,3,CPoP,2,8.317566980085358
14,10.0,4,2,2,HEFT,1,7.556743913230066
14,10.0,4,2,2,CPoP,1,11.846478761880542
14,10.0,4,2,2,HEFT,2,2.6948005519836875
14,10.0,4,2,2,CPoP,2,2.6948005523970435
14,10.0,4,2,3,HEFT,1,4.664435977141144
14,10.0,4,2,3,CPoP,1,10.97759280736692
14,10.0,4,2,3,HEFT,2,4.276474595848979
14,10.0,4,2,3,CPoP,2,4.276474595848979
14,10.0,4,3,2,HEFT,1,5.010731642044984
14,10.0,4,3,2,CPoP,1,7.134053474073862
14,10.0,4,3,2,HEFT,2,4.201665812329523
14,10.0,4,3,2,CPoP,2,4.201665813569978
14,10.0,4,3,3,HEFT,1,11.755481236629194
14,10.0,4,3,3,CPoP,1,12.687792101845464
14,10.0,4,3,3,HEFT,2,11.755481236629194
14,10.0,4,3,3,CPoP,2,13.18297296191274
14,10.0,8,2,2,HEFT,1,2.306921294250645
14,10.0,8,2,2,CPoP,1,2.306921294250645
14,10.0,8,2,2,HEFT,2,1.7248515892547749
14,10.0,8,2,2,CPoP,2,1.7248515897862502
14,10.0,8,2,3,HEFT,1,4.507370925362649
14,10.0,8,2,3,CPoP,1,5.36128956261626
14,10.0,8,2,3,HEFT,2,4.263655362514689
14,10.0,8,2,3,CPoP,2,4.708597830267648
14,10.0,8,3,2,HEFT,1,7.316442087900095
14,10.0,8,3,2,CPoP,1,7.810911150050886
14,10.0,8,3,2,HEFT,2,7.810911150050886
14,10.0,8,3,2,CPoP,2,8.319834954017091
14,10.0,8,3,3,HEFT,1,7.429139042697717
14,10.0,8,3,3,CPoP,1,8.363673433743744
14,10.0,8,3,3,HEFT,2,7.429139042697717
14,10.0,8,3,3,CPoP,2,8.563727184007435
15,0.1,4,2,2,HEFT,1,1.4025003565353718
15,0.1,4,2,2,CPoP,1,1.449196791097024
15,0.1,4,2,2,HEFT,2,1.4025003565353718
15,0.1,4,2,2,CPoP,2,1.449196791097024
15,0.1,4,2,3,HEFT,1,1.6279418936411403
15,0.1,4,2,3,CPoP,1,1.6279418936411403
15,0.1,4,2,3,HEFT,2,1.6279418936411403
15,0.1,4,2,3,CPoP,2,1.6279418936411403
15,0.1,4,3,2,HEFT,1,2.788366166120661
15,0.1,4,3,2,CPoP,1,2.7437304305020724
15,0.1,4,3,2,HEFT,2,2.788366166120661
15,0.1,4,3,2,CPoP,2,2.7437304305020724
15,0.1,4,3,3,HEFT,1,2.042831062903203
15,0.1,4,3,3,CPoP,1,1.877756186421633
15,0.1,4,3,3,HEFT,2,2.042831062903203
15,0.1,4,3,3,CPoP,2,1.877756186421633
15,0.1,8,2,2,HEFT,1,2.169909444544917
15,0.1,8,2,2,CPoP,1,2.192355616320935
15,0.1,8,2,2,HEFT,2,2.169909444544917
15,0.1,8,2,2,CPoP,2,2.192355616320935
15,0.1,8,2,3,HEFT,1,1.7635699656755706
15,0.1,8,2,3,CPoP,1,1.7635699656755706
15,0.1,8,2,3,HEFT,2,1.7635699656755706
15,0.1,8,2,3,CPoP,2,1.7635699656755706
15,0.1,8,3,2,HEFT,1,2.870988507623658
15,0.1,8,3,2,CPoP,1,2.870988507623658
15,0.1,8,3,2,HEFT,2,2.870988507623658
15,0.1,8,3,2,CPoP,2,2.870988507623658
15,0.1,8,3,3,HEFT,1,2.505666168878512
15,0.1,8,3,3,CPoP,1,2.4855429702787806
15,0.1,8,3,3,HEFT,2,2.505666168878512
15,0.1,8,3,3,CPoP,2,2.4855429702787806
15,5.0,4,2,2,HEFT,1,2.334345138921968
15,5.0,4,2,2,CPoP,1,2.334345138921968
15,5.0,4,2,2,HEFT,2,2.128795151057839
15,5.0,4,2,2,CPoP,2,2.128795151057839
15,5.0,4,2,3,HEFT,1,4.008157658534292
15,5.0,4,2,3,CPoP,1,5.00480164548136
15,5.0,4,2,3,HEFT,2,2.303941604998905
15,5.0,4,2,3,CPoP,2,2.673022306028882
15,5.0,4,3,2,HEFT,1,3.823732277876267
15,5.0,4,3,2,CPoP,1,3.823732277876267
15,5.0,4,3,2,HEFT,2,3.823732277876267
15,5.0,4,3,2,CPoP,2,3.823732277876267
15,5.0,4,3,3,HEFT,1,5.596809253229026
15,5.0,4,3,3,CPoP,1,6.169558532020275
15,5.0,4,3,3,HEFT,2,6.014913710936662
15,5.0,4,3,3,CPoP,2,6.438785774296676
15,5.0,8,2,2,HEFT,1,2.0236503655337397
15,5.0,8,2,2,CPoP,1,2.0236503655337397
15,5.0,8,2,2,HEFT,2,2.387346442702773
15,5.0,8,2,2,CPoP,2,2.387346442702773
15,5.0,8,2,3,HEFT,1,2.564395160305761
15,5.0,8,2,3,CPoP,1,2.564395160305761
15,5.0,8,2,3,HEFT,2,2.678858689276958
15,5.0,8,2,3,CPoP,2,2.678858689276958
15,5.0,8,3,2,HEFT,1,4.590833610773607
15,5.0,8,3,2,CPoP,1,4.590833611634505
15,5.0,8,3,2,HEFT,2,4.3847081532005445
15,5.0,8,3,2,CPoP,2,5.188941953782904
15,5.0,8,3,3,HEFT,1,7.6449367592387665
15,5.0,8,3,3,CPoP,1,7.3660191951487795
15,5.0,8,3,3,HEFT,2,5.662393372963613
15,5.0,8,3,3,CPoP,2,7.648469685178129
15,10.0,4,2,2,HEFT,1,4.769682117115252
15,10.0,4,2,2,CPoP,1,4.769682117115252
15,10.0,4,2,2,HEFT,2,2.217506396889063
15,10.0,4,2,2,CPoP,2,2.217506396889063
15,10.0,4,2,3,HEFT,1,7.3884351146968905
15,10.0,4,2,3,CPoP,1,7.3884351146968905
15,10.0,4,2,3,HEFT,2,5.4908336557795145
15,10.0,4,2,3,CPoP,2,5.527873721294077
15,10.0,4,3,2,HEFT,1,8.741251715543005
15,10.0,4,3,2,CPoP,1,10.828015262149448
15,10.0,4,3,2,HEFT,2,4.025291097754674
15,10.0,4,3,2,CPoP,2,10.828015262149448
15,10.0,4,3,3,HEFT,1,7.731552629268127
15,10.0,4,3,3,CPoP,1,9.777795022130828
15,10.0,4,3,3,HEFT,2,8.690889410414771
15,10.0,4,3,3,CPoP,2,8.328831004156589
15,10.0,8,2,2,HEFT,1,7.261414000406349
15,10.0,8,2,2,CPoP,1,7.261414000406349
15,10.0,8,2,2,HEFT,2,2.207324078015172
15,10.0,8,2,2,CPoP,2,2.207324078015172
15,10.0,8,2,3,HEFT,1,8.752421770277971
15,10.0,8,2,3,CPoP,1,9.66252071896936
15,10.0,8,2,3,HEFT,2,3.8313266454731654
15,10.0,8,2,3,CPoP,2,3.8313266454731654
15,10.0,8,3,2,HEFT,1,4.872283234055576
15,10.0,8,3,2,CPoP,1,4.872283234055576
15,10.0,8,3,2,HEFT,2,4.619112474906499
15,10.0,8,3,2,CPoP,2,4.619112474906499
15,10.0,8,3,3,HEFT,1,12.14507486297241
15,10.0,8,3,3,CPoP,1,13.191605781186098
15,10.0,8,3,3,HEFT,2,11.710394678040512
15,10.0,8,3,3,CPoP,2,13.794305994198108
16,0.1,4,2,2,HEFT,1,1.8783778418536219
16,0.1,4,2,2,CPoP,1,1.7936351495128267
16,0.1,4,2,2,HEFT,2,1.8783778418536219
16,0.1,4,2,2,CPoP,2,1.7936351495128267
16,0.1,4,2,3,HEFT,1,1.59500012879807
16,0.1,4,2,3,CPoP,1,1.5421190664761657
16,0.1,4,2,3,HEFT,2,1.59500012879807
16,0.1,4,2,3,CPoP,2,1.5421190664761657
16,0.1,4,3,2,HEFT,1,2.075448015867089
16,0.1,4,3,2,CPoP,1,2.0241423457636936
16,0.1,4,3,2,HEFT,2,2.075448015867089
16,0.1,4,3,2,CPoP,2,2.0241423457636936
16,0.1,4,3,3,HEFT,1,3.8422793671345725
16,0.1,4,3,3,CPoP,1,3.803780062058232
16,0.1,4,3,3,HEFT,2,3.8422793671345725
16,0.1,4,3,3,CPoP,2,3.803780062058232
16,0.1,8,2,2,HEFT,1,2.3640938312757553
16,0.1,8,2,2,CPoP,1,2.3966600744103763
16,0.1,8,2,2,HEFT,2,2.3640938312757553
16,0.1,8,2,2,CPoP,2,2.3966600744103763
16,0.1,8,2,3,HEFT,1,2.6291801923304057
16,0.1,8,2,3,CPoP,1,2.573500776927707
16,0.1,8,2,3,HEFT,2,2.6291801923304057
16,0.1,8,2,3,CPoP,2,2.573500776927707
16,0.1,8,3,2,HEFT,1,1.925269730137873
16,0.1,8,3,2,CPoP,1,1.8748766451702044
16,0.1,8,3,2,HEFT,2,1.925269730137873
16,0.1,8,3,2,CPoP,2,1.8748766451702044
16,0.1,8,3,3,HEFT,1,2.7111792046152865
16,0.1,8,3,3,CPoP,1,2.6351308002608045
16,0.1,8,3,3,HEFT,2,2.7111792046152865
16,0.1,8,3,3,CPoP,2,2.6351308002608045
16,5.0,4,2,2,HEFT,1,4.1195580662938
16,5.0,4,2,2,CPoP,1,4.959863977844289
16,5.0,4,2,2,HEFT,2,2.144234814333061
16,5.0,4,2,2,CPoP,2,2.144234814333061
16,5.0,4,2,3,HEFT,1,3.470487157163763
16,5.0,4,2,3,CPoP,1,7.272922583127303
16,5.0,4,2,3,HEFT,2,2.6554955243198632
16,5.0,4,2,3,CPoP,2,7.272922583127303
16,5.0,4,3,2,HEFT,1,3.870220777511721
16,5.0,4,3,2,CPoP,1,6.8606013913345745
16,5.0,4,3,2,HEFT,2,4.291359900910164
16,5.0,4,3,2,CPoP,2,6.8843232503810015
16,5.0,4,3,3,HEFT,1,5.327526616713998
16,5.0,4,3,3,CPoP,1,6.3280991423394255
16,5.0,4,3,3,HEFT,2,5.389587264239296
16,5.0,4,3,3,CPoP,2,6.3280991423394255
16,5.0,8,2,2,HEFT,1,3.9767951472412895
16,5.0,8,2,2,CPoP,1,3.9767951472412895
16,5.0,8,2,2,HEFT,2,1.9954387927375508
16,5.0,8,2,2,CPoP,2,1.9954387927375508
16,5.0,8,2,3,HEFT,1,2.012809151211738
16,5.0,8,2,3,CPoP,1,2.012809151211738
16,5.0,8,2,3,HEFT,2,1.8093206316764179
16,5.0,8,2,3,CPoP,2,1.8093206316764179
16,5.0,8,3,2,HEFT,1,4.553366463617911
16,5.0,8,3,2,CPoP,1,3.332530979959248
16,5.0,8,3,2,HEFT,2,4.553366463617911
16,5.0,8,3,2,CPoP,2,4.35675456625893
16,5.0,8,3,3,HEFT,1,5.62550208520193
16,5.0,8,3,3,CPoP,1,6.500629572205832
16,5.0,8,3,3,HEFT,2,5.3513149278225685
16,5.0,8,3,3,CPoP,2,6.500629572205832
16,10.0,4,2,2,HEFT,1,9.29981308396052
16,10.0,4,2,2,CPoP,1,9.29981308396052
16,10.0,4,2,2,HEFT,2,2.2979730041637114
16,10.0,4,2,2,CPoP,2,2.2979730041637114
16,10.0,4,2,3,HEFT,1,7.3256702186015366
16,10.0,4,2,3,CPoP,1,7.3256702186015366
16,10.0,4,2,3,HEFT,2,6.042567099881878
16,10.0,4,2,3,CPoP,2,6.042567099881878
16,10.0,4,3,2,HEFT,1,11.39895395681615
16,10.0,4,3,2,CPoP,1,13.716631098647344
16,10.0,4,3,2,HEFT,2,5.006853034687957
16,10.0,4,3,2,CPoP,2,8.549943982820912
16,10.0,4,3,3,HEFT,1,10.554008215823833
16,10.0,4,3,3,CPoP,1,12.54799500371191
16,10.0,4,3,3,HEFT,2,10.203898081864672
16,10.0,4,3,3,CPoP,2,12.695664812439187
16,10.0,8,2,2,HEFT,1,2.22728764502206
16,10.0,8,2,2,CPoP,1,2.22728764502206
16,10.0,8,2,2,HEFT,2,1.9411944453073735
16,10.0,8,2,2,CPoP,2,1.9411944453073735
16,10.0,8,2,3,HEFT,1,8.25200610352688
16,10.0,8,2,3,CPoP,1,8.25200610352688
16,10.0,8,2,3,HEFT,2,3.639900110018985
16,10.0,8,2,3,CPoP,2,8.646460972379446
16,10.0,8,3,2,HEFT,1,9.799594353183446
16,10.0,8,3,2,CPoP,1,9.403509325867386
16,10.0,8,3,2,HEFT,2,5.016633691511691
16,10.0,8,3,2,CPoP,2,3.899812887809591
16,10.0,8,3,3,HEFT,1,14.187179586850375
16,10.0,8,3,3,CPoP,1,15.642976711398932
16,10.0,8,3,3,HEFT,2,13.299686147751725
16,10.0,8,3,3,CPoP,2,11.3853109061265
17,0.1,4,2,2,HEFT,1,1.1090954077606652
17,0.1,4,2,2,CPoP,1,1.1275093833468355
17,0.1,4,2,2,HEFT,2,1.1090954077606652
17,0.1,4,2,2,CPoP,2,1.1275093833468355
17,0.1,4,2,3,HEFT,1,1.9964988759082383
17,0.1,4,2,3,CPoP,1,1.9857362049911158
17,0.1,4,2,3,HEFT,2,1.9964988759082383
17,0.1,4,2,3,CPoP,2,1.9857362049911158
17,0.1,4,3,2,HEFT,1,1.3517373241093567
17,0.1,4,3,2,CPoP,1,1.3195616942566868
17,0.1,4,3,2,HEFT,2,1.3517373241093567
17,0.1,4,3,2,CPoP,2,1.3195616942566868
17,0.1,4,3,3,HEFT,1,3.9714794580468338
17,0.1,4,3,3,CPoP,1,3.9513574899791317
17,0.1,4,3,3,HEFT,2,3.9714794580468338
17,0.1,4,3,3,CPoP,2,3.9513574899791317
17,0.1,8,2,2,HEFT,1,0.9399792996888247
17,0.1,8,2,2,CPoP,1,0.9026901943555435
17,0.1,8,2,2,HEFT,2,0.9399792996888247
17,0.1,8,2,2,CPoP,2,0.9026901943555435
17,0.1,8,2,3,HEFT,1,2.5987118497994413
17,0.1,8,2,3,CPoP,1,2.576413341268187
17,0.1,8,2,3,HEFT,2,2.5987118497994413
17,0.1,8,2,3,CPoP,2,2.576413341268187
17,0.1,8,3,2,HEFT,1,2.3658807346135284
17,0.1,8,3,2,CPoP,1,2.3658807346135284
17,0.1,8,3,2,HEFT,2,2.3658807346135284
17,0.1,8,3,2,CPoP,2,2.3658807346135284
17,0.1,8,3,3,HEFT,1,2.7329890155652445
17,0.1,8,3,3,CPoP,1,2.666402255836178
17,0.1,8,3,3,HEFT,2,2.7329890155652445
17,0.1,8,3,3,CPoP,2,2.666402255836178
17,5.0,4,2,2,HEFT,1,3.0089636564232722
17,5.0,4,2,2,CPoP,1,4.873190133349566
17,5.0,4,2,2,HEFT,2,1.8605717544480718
17,5.0,4,2,2,CPoP,2,1.8605717555785164
17,5.0,4,2,3,HEFT,1,2.393591418361599
17,5.0,4,2,3,CPoP,1,2.393591418361599
17,5.0,4,2,3,HEFT,2,1.0328537915552813
17,5.0,4,2,3,CPoP,2,1.0328537915453262
17,5.0,4,3,2,HEFT,1,4.126686642568799
17,5.0,4,3,2,CPoP,1,3.873081403860264
17,5.0,4,3,2,HEFT,2,3.2402790688339627
17,5.0,4,3,2,CPoP,2,3.799614692175997
17,5.0,4,3,3,HEFT,1,7.936742607346556
17,5.0,4,3,3,CPoP,1,6.972314510296112
17,5.0,4,3,3,HEFT,2,8.68482134663749
17,5.0,4,3,3,CPoP,2,6.972314510296112
17,5.0,8,2,2,HEFT,1,3.5628868867979673
17,5.0,8,2,2,CPoP,1,3.5628868867979673
17,5.0,8,2,2,HEFT,2,2.631350054827169
17,5.0,8,2,2,CPoP,2,2.631350054827169
17,5.0,8,2,3,HEFT,1,2.698008624692977
17,5.0,8,2,3,CPoP,1,5.192790295209123
17,5.0,8,2,3,HEFT,2,2.582417429939092
17,5.0,8,2,3,CPoP,2,5.192790295209123
17,5.0,8,3,2,HEFT,1,5.996504668360819
17,5.0,8,3,2,CPoP,1,5.996504668360819
17,5.0,8,3,2,HEFT,2,4.731847270744105
17,5.0,8,3,2,CPoP,2,6.330892750248145
17,5.0,8,3,3,HEFT,1,8.598254031964204
17,5.0,8,3,3,CPoP,1,8.028687685021021
17,5.0,8,3,3,HEFT,2,9.008901528929576
17,5.0,8,3,3,CPoP,2,8.447514211278508
17,10.0,4,2,2,HEFT,1,5.7101837130574875
17,10.0,4,2,2,CPoP,1,5.7101837130574875
17,10.0,4,2,2,HEFT,2,2.249600103122849
17,10.0,4,2,2,CPoP,2,2.249600103122849
17,10.0,4,2,3,HEFT,1,3.292896401389829
17,10.0,4,2,3,CPoP,1,3.4736252805384633
17,10.0,4,2,3,HEFT,2,1.842914138600848
17,10.0,4,2,3,CPoP,2,1.842914138600848
17,10.0,4,3,2,HEFT,1,12.616495648151336
17,10.0,4,3,2,CPoP,1,8.183719009114307
17,10.0,4,3,2,HEFT,2,5.7485251722768975
17,10.0,4,3,2,CPoP,2,5.7485251722768975
17,10.0,4,3,3,HEFT,1,10.478971148684519
17,10.0,4,3,3,CPoP,1,9.965713909122474
17,10.0,4,3,3,HEFT,2,11.189618139972199
17,10.0,4,3,3,CPoP,2,10.080901124905749
17,10.0,8,2,2,HEFT,1,3.8203351514520576
17,10.0,8,2,2,CPoP,1,3.8203351514520576
17,10.0,8,2,2,HEFT,2,2.6512147224938425
17,10.0,8,2,2,CPoP,2,2.6512147224938425
17,10.0,8,2,3,HEFT,1,10.880648597643717
17,10.0,8,2,3,CPoP,1,12.404278501523756
17,10.0,8,2,3,HEFT,2,4.512713538166672
17,10.0,8,2,3,CPoP,2,4.512713538166672
17,10.0,8,3,2,HEFT,1,10.950843981873904
17,10.0,8,3,2,CPoP,1,12.521512103582323
17,10.0,8,3,2,HEFT,2,4.8454544640502935
17,10.0,8,3,2,CPoP,2,4.845454465039017
17,10.0,8,3,3,HEFT,1,7.930110757112017
17,10.0,8,3,3,CPoP,1,9.01229649195497
17,10.0,8,3,3,HEFT,2,7.807472899256021
17,10.0,8,3,3,CPoP,2,9.51764596215976
18,0.1,4,2,2,HEFT,1,2.551476429284027
18,0.1,4,2,2,CPoP,1,2.551476429284027
18,0.1,4,2,2,HEFT,2,2.551476429284027
18,0.1,4,2,2,CPoP,2,2.551476429284027
18,0.1,4,2,3,HEFT,1,1.7097119171075792
18,0.1,4,2,3,CPoP,1,1.6908589675808599
18,0.1,4,2,3,HEFT,2,1.7097119171075792
18,0.1,4,2,3,CPoP,2,1.6908589675808599
18,0.1,4,3,2,HEFT,1,2.652157572223639
18,0.1,4,3,2,CPoP,1,2.636016365304997
18,0.1,4,3,2,HEFT,2,2.652157572223639
18,0.1,4,3,2,CPoP,2,2.636016365304997
18,0.1,4,3,3,HEFT,1,2.870055390905361
18,0.1,4,3,3,CPoP,1,3.08766128438707
18,0.1,4,3,3,HEFT,2,2.870055390905361
18,0.1,4,3,3,CPoP,2,3.08766128438707
18,0.1,8,2,2,HEFT,1,2.1297026261537124
18,0.1,8,2,2,CPoP,1,2.0691647690556723
18,0.1,8,2,2,HEFT,2,2.1297026261537124
18,0.1,8,2,2,CPoP,2,2.0691647690556723
18,0.1,8,2,3,HEFT,1,2.4433388864123584
18,0.1,8,2,3,CPoP,1,2.4433388864123584
18,0.1,8,2,3,HEFT,2,2.4433388864123584
18,0.1,8,2,3,CPoP,2,2.4433388864123584
18,0.1,8,3,2,HEFT,1,1.926688689243969
18,0.1,8,3,2,CPoP,1,1.926688689243969
18,0.1,8,3,2,HEFT,2,1.926688689243969
18,0.1,8,3,2,CPoP,2,1.926688689243969
18,0.1,8,3,3,HEFT,1,2.8152459488781187
18,0.1,8,3,3,CPoP,1,2.8071411235336803
18,0.1,8,3,3,HEFT,2,2.8152459488781187
18,0.1,8,3,3,CPoP,2,2.8071411235336803
18,5.0,4,2,2,HEFT,1,2.408572166510197
18,5.0,4,2,2,CPoP,1,6.894075589121749
18,5.0,4,2,2,HEFT,2,2.791577424595066
18,5.0,4,2,2,CPoP,2,2.7915774257111927
18,5.0,4,2,3,HEFT,1,5.211756838356349
18,5.0,4,2,3,CPoP,1,5.211756838356349
18,5.0,4,2,3,HEFT,2,3.1361178614348604
18,5.0,4,2,3,CPoP,2,2.9661317858963914
18,5.0,4,3,2,HEFT,1,4.673291464007744
18,5.0,4,3,2,CPoP,1,4.673291464007744
18,5.0,4,3,2,HEFT,2,4.673291464007744
18,5.0,4,3,2,CPoP,2,4.673291464007744
18,5.0,4,3,3,HEFT,1,10.362953564161478
18,5.0,4,3,3,CPoP,1,9.415077035646423
18,5.0,4,3,3,HEFT,2,9.324289257709797
18,5.0,4,3,3,CPoP,2,9.500336185081427
18,5.0,8,2,2,HEFT,1,4.133662248763365
18,5.0,8,2,2,CPoP,1,4.133662248763365
18,5.0,8,2,2,HEFT,2,2.414226019362247
18,5.0,8,2,2,CPoP,2,2.414226019362247
18,5.0,8,2,3,HEFT,1,2.9713503413813473
18,5.0,8,2,3,CPoP,1,2.9713503413813473
18,5.0,8,2,3,HEFT,2,3.152661442406714
18,5.0,8,2,3,CPoP,2,3.152661442406714
18,5.0,8,3,2,HEFT,1,5.000867256676437
18,5.0,8,3,2,CPoP,1,5.2200327298135765
18,5.0,8,3,2,HEFT,2,4.4081853577396455
18,5.0,8,3,2,CPoP,2,5.411788528864565
18,5.0,8,3,3,HEFT,1,9.38054268229249
18,5.0,8,3,3,CPoP,1,8.735012488394895
18,5.0,8,3,3,HEFT,2,8.507900249815709
18,5.0,8,3,3,CPoP,2,9.289292355798564
18,10.0,4,2,2,HEFT,1,7.601913399311586
18,10.0,4,2,2,CPoP,1,8.664661226948764
18,10.0,4,2,2,HEFT,2,2.077178661073802
18,10.0,4,2,2,CPoP,2,2.077178661073802
18,10.0,4,2,3,HEFT,1,5.902454229854904
18,10.0,4,2,3,CPoP,1,7.771409691379665
18,10.0,4,2,3,HEFT,2,5.199336382507022
18,10.0,4,2,3,CPoP,2,5.199336382507022
18,10.0,4,3,2,HEFT,1,4.2633956262408645
18,10.0,4,3,2,CPoP,1,6.5910991708021776
18,10.0,4,3,2,HEFT,2,3.2046000418154987
18,10.0,4,3,2,CPoP,2,3.204600042855999
18,10.0,4,3,3,HEFT,1,11.323555048000951
18,10.0,4,3,3,CPoP,1,12.169651887475094
18,10.0,4,3,3,HEFT,2,11.289596611941672
18,10.0,4,3,3,CPoP,2,8.383625272613905
18,10.0,8,2,2,HEFT,1,3.3671519934485943
18,10.0,8,2,2,CPoP,1,3.3671519934485943
18,10.0,8,2,2,HEFT,2,2.8142141278528117
18,10.0,8,2,2,CPoP,2,2.8142141278528117
18,10.0,8,2,3,HEFT,1,12.230145842734595
18,10.0,8,2,3,CPoP,1,12.230145842734595
18,10.0,8,2,3,HEFT,2,4.179925405045433
18,10.0,8,2,3,CPoP,2,4.179925405045433
18,10.0,8,3,2,HEFT,1,15.449377433077556
18,10.0,8,3,2,CPoP,1,15.449377433983733
18,10.0,8,3,2,HEFT,2,5.469965813764514
18,10.0,8,3,2,CPoP,2,5.469965814670691
18,10.0,8,3,3,HEFT,1,9.917771180177894
18,10.0,8,3,3,CPoP,1,11.424631285088802
18,10.0,8,3,3,HEFT,2,10.535399387371378
18,10.0,8,3,3,CPoP,2,11.802272531371534
19,0.1,4,2,2,HEFT,1,0.6262236576669566
19,0.1,4,2,2,CPoP,1,0.6262236576669566
19,0.1,4,2,2,HEFT,2,0.6262236576669566
19,0.1,4,2,2,CPoP,2,0.6262236576669566
19,0.1,4,2,3,HEFT,1,0.8173889481777242
19,0.1,4,2,3,CPoP,1,0.8173889481777242
19,0.1,4,2,3,HEFT,2,0.8173889481777242
19,0.1,4,2,3,CPoP,2,0.8173889481777242
19,0.1,4,3,2,HEFT,1,2.7054359570891564
19,0.1,4,3,2,CPoP,1,2.5430260386818078
19,0.1,4,3,2,HEFT,2,2.7054359570891564
19,0.1,4,3,2,CPoP,2,2.5430260386818078
19,0.1,4,3,3,HEFT,1,2.6350301420027
19,0.1,4,3,3,CPoP,1,2.8431882523078684
19,0.1,4,3,3,HEFT,2,2.6350301420027
19,0.1,4,3,3,CPoP,2,2.8431882523078684
19,0.1,8,2,2,HEFT,1,1.915260301393428
19,0.1,8,2,2,CPoP,1,1.851053329698158
19,0.1,8,2,2,HEFT,2,1.915260301393428
19,0.1,8,2,2,CPoP,2,1.851053329698158
19,0.1,8,2,3,HEFT,1,0.9385540228291208
19,0.1,8,2,3,CPoP,1,0.9253521153880763
19,0.1,8,2,3,HEFT,2,0.9385540228291208
19,0.1,8,2,3,CPoP,2,0.9253521153880763
19,0.1,8,3,2,HEFT,1,1.8516971769913244
19,0.1,8,3,2,CPoP,1,1.8690789797419445
19,0.1,8,3,2,HEFT,2,1.8516971769913244
19,0.1,8,3,2,CPoP,2,1.8690789797419445
19,0.1,8,3,3,HEFT,1,2.7716532368995512
19,0.1,8,3,3,CPoP,1,2.7425432614820062
19,0.1,8,3,3,HEFT,2,2.7716532368995512
19,0.1,8,3,3,CPoP,2,2.7425432614820062
19,5.0,4,2,2,HEFT,1,3.020139216280973
19,5.0,4,2,2,CPoP,1,3.218982037919623
19,5.0,4,2,2,HEFT,2,1.5189944112735125
19,5.0,4,2,2,CPoP,2,1.518994411676776
19,5.0,4,2,3,HEFT,1,4.177316627946254
19,5.0,4,2,3,CPoP,1,4.177316627946254
19,5.0,4,2,3,HEFT,2,3.1750743575192297
19,5.0,4,2,3,CPoP,2,3.7859070988975145
19,5.0,4,3,2,HEFT,1,6.5890262916205335
19,5.0,4,3,2,CPoP,1,7.827107268205577
19,5.0,4,3,2,HEFT,2,3.810141014136656
19,5.0,4,3,2,CPoP,2,3.810141014136656
19,5.0,4,3,3,HEFT,1,7.130575592975911
19,5.0,4,3,3,CPoP,1,6.351361037617438
19,5.0,4,3,3,HEFT,2,6.724665415916466
19,5.0,4,3,3,CPoP,2,6.553469187850205
19,5.0,8,2,2,HEFT,1,5.173920375417712
19,5.0,8,2,2,CPoP,1,5.173920375417712
19,5.0,8,2,2,HEFT,2,3.0992670908110638
19,5.0,8,2,2,CPoP,2,3.0992670911069946
19,5.0,8,2,3,HEFT,1,2.185246400258347
19,5.0,8,2,3,CPoP,1,3.8897686839665497
19,5.0,8,2,3,HEFT,2,1.7751410029093226
19,5.0,8,2,3,CPoP,2,3.8897686839665497
19,5.0,8,3,2,HEFT,1,4.102033393789215
19,5.0,8,3,2,CPoP,1,3.610566991820609
19,5.0,8,3,2,HEFT,2,6.052992737710832
19,5.0,8,3,2,CPoP,2,3.79023341093155
19,5.0,8,3,3,HEFT,1,7.20902376684639
19,5.0,8,3,3,CPoP,1,9.298446715412922
19,5.0,8,3,3,HEFT,2,8.065602887894748
19,5.0,8,3,3,CPoP,2,8.35269328688039
19,10.0,4,2,2,HEFT,1,5.074248691553976
19,10.0,4,2,2,CPoP,1,5.074248691553976
19,10.0,4,2,2,HEFT,2,1.7031860653138384
19,10.0,4,2,2,CPoP,2,1.7031860649334472
19,10.0,4,2,3,HEFT,1,4.879434435126314
19,10.0,4,2,3,CPoP,1,6.6494899547977635
19,10.0,4,2,3,HEFT,2,3.6884606047277906
19,10.0,4,2,3,CPoP,2,3.675635383714288
19,10.0,4,3,2,HEFT,1,7.337841497563652
19,10.0,4,3,2,CPoP,1,5.018460594128246
19,10.0,4,3,2,HEFT,2,3.3236955786449367
19,10.0,4,3,2,CPoP,2,3.3236955794878402
19,10.0,4,3,3,HEFT,1,12.884831830222744
19,10.0,4,3,3,CPoP,1,12.960733147266918
19,10.0,4,3,3,HEFT,2,12.884831830222744
19,10.0,4,3,3,CPoP,2,10.77597977074252
19,10.0,8,2,2,HEFT,1,3.40696960353199
19,10.0,8,2,2,CPoP,1,3.40696960353199
19,10.0,8,2,2,HEFT,2,1.3323705509262824
19,10.0,8,2,2,CPoP,2,1.3323705509262824
