Instance,CCR,Num Nodes,Levels,Branching Factor,Scheduler,Dup Factor,Makespan
39,10.0,4,3,2,HEFT,2,3.826722987672856
39,10.0,4,3,2,CPoP,2,3.826722987672856
39,10.0,4,3,3,HEFT,1,10.363985359846714
39,10.0,4,3,3,CPoP,1,11.375831794693005
39,10.0,4,3,3,HEFT,2,8.703307012498405
39,10.0,4,3,3,CPoP,2,7.820311395938934
39,10.0,8,2,2,HEFT,1,2.5461534485945663
39,10.0,8,2,2,CPoP,1,4.888563633050264
39,10.0,8,2,2,HEFT,2,1.3198341157943736
39,10.0,8,2,2,CPoP,2,1.3198341161186702
39,10.0,8,2,3,HEFT,1,2.3703906617033277
39,10.0,8,2,3,CPoP,1,2.615253028557278
39,10.0,8,2,3,HEFT,2,1.3822517179033926
39,10.0,8,2,3,CPoP,2,1.4146325115936627
39,10.0,8,3,2,HEFT,1,6.43625724799749
39,10.0,8,3,2,CPoP,1,14.101141334538942
39,10.0,8,3,2,HEFT,2,6.787424303141094
39,10.0,8,3,2,CPoP,2,14.101141334538942
39,10.0,8,3,3,HEFT,1,11.461962438592773
39,10.0,8,3,3,CPoP,1,11.201381410883647
39,10.0,8,3,3,HEFT,2,11.192868978858717
39,10.0,8,3,3,CPoP,2,11.739085608419327
40,0.1,4,2,2,HEFT,1,1.4467854085478156
40,0.1,4,2,2,CPoP,1,1.4920585580972032
40,0.1,4,2,2,HEFT,2,1.4467854085478156
40,0.1,4,2,2,CPoP,2,1.4920585580972032
40,0.1,4,2,3,HEFT,1,1.6337126448194543
40,0.1,4,2,3,CPoP,1,1.6337126448194543
40,0.1,4,2,3,HEFT,2,1.6337126448194543
40,0.1,4,2,3,CPoP,2,1.6337126448194543
40,0.1,4,3,2,HEFT,1,2.5250133102442196
40,0.1,4,3,2,CPoP,1,2.601000777633623
40,0.1,4,3,2,HEFT,2,2.5250133102442196
40,0.1,4,3,2,CPoP,2,2.601000777633623
40,0.1,4,3,3,HEFT,1,2.400568027855022
40,0.1,4,3,3,CPoP,1,2.2179181395262706
40,0.1,4,3,3,HEFT,2,2.400568027855022
40,0.1,4,3,3,CPoP,2,2.2179181395262706
40,0.1,8,2,2,HEFT,1,1.8059593922488546
40,0.1,8,2,2,CPoP,1,1.8152533665188395
40,0.1,8,2,2,HEFT,2,1.8059593922488546
40,0.1,8,2,2,CPoP,2,1.8152533665188395
40,0.1,8,2,3,HEFT,1,2.1670622734502016
40,0.1,8,2,3,CPoP,1,2.1503357459018355
40,0.1,8,2,3,HEFT,2,2.1670622734502016
40,0.1,8,2,3,CPoP,2,2.1503357459018355
40,0.1,8,3,2,HEFT,1,2.3548999561524693
40,0.1,8,3,2,CPoP,1,2.3548999561524693
40,0.1,8,3,2,HEFT,2,2.3548999561524693
40,0.1,8,3,2,CPoP,2,2.3548999561524693
40,0.1,8,3,3,HEFT,1,2.904465999064619
40,0.1,8,3,3,CPoP,1,2.901288004406582
40,0.1,8,3,3,HEFT,2,2.904465999064619
40,0.1,8,3,3,CPoP,2,2.901288004406582
40,5.0,4,2,2,HEFT,1,1.533684705007191
40,5.0,4,2,2,CPoP,1,1.533684705007191
40,5.0,4,2,2,HEFT,2,1.6980667119720343
40,5.0,4,2,2,CPoP,2,1.6980667119720343
40,5.0,4,2,3,HEFT,1,4.534834889803791
40,5.0,4,2,3,CPoP,1,4.534834889803791
40,5.0,4,2,3,HEFT,2,3.2830480569970133
40,5.0,4,2,3,CPoP,2,3.2830480569970133
40,5.0,4,3,2,HEFT,1,6.328384990360199
40,5.0,4,3,2,CPoP,1,5.924810020425443
40,5.0,4,3,2,HEFT,2,3.697808275033815
40,5.0,4,3,2,CPoP,2,4.529460498427451
40,5.0,4,3,3,HEFT,1,5.070768257853729
40,5.0,4,3,3,CPoP,1,5.872046929832951
40,5.0,4,3,3,HEFT,2,5.518259321743841
40,5.0,4,3,3,CPoP,2,5.562376344436173
40,5.0,8,2,2,HEFT,1,2.307357651052498
40,5.0,8,2,2,CPoP,1,3.920711435792676
40,5.0,8,2,2,HEFT,2,1.9660823561816367
40,5.0,8,2,2,CPoP,2,1.9660823572101922
40,5.0,8,2,3,HEFT,1,2.87663482764155
40,5.0,8,2,3,CPoP,1,2.87663482764155
40,5.0,8,2,3,HEFT,2,2.26140561165191
40,5.0,8,2,3,CPoP,2,2.452567714920724
40,5.0,8,3,2,HEFT,1,3.6971636562088506
40,5.0,8,3,2,CPoP,1,3.5267272501015734
40,5.0,8,3,2,HEFT,2,3.0610586285122467
40,5.0,8,3,2,CPoP,2,3.381385265977018
40,5.0,8,3,3,HEFT,1,9.144389737166518
40,5.0,8,3,3,CPoP,1,7.0367870770358545
40,5.0,8,3,3,HEFT,2,6.013222338402762
40,5.0,8,3,3,CPoP,2,7.027903286547337
40,10.0,4,2,2,HEFT,1,5.01029129441298
40,10.0,4,2,2,CPoP,1,5.01029129441298
40,10.0,4,2,2,HEFT,2,1.853562886570698
40,10.0,4,2,2,CPoP,2,1.853562886570698
40,10.0,4,2,3,HEFT,1,3.235071399003089
40,10.0,4,2,3,CPoP,1,3.235071399003089
40,10.0,4,2,3,HEFT,2,2.1057936308502625
40,10.0,4,2,3,CPoP,2,2.1057936308502625
40,10.0,4,3,2,HEFT,1,9.049872725897185
40,10.0,4,3,2,CPoP,1,8.486207216214043
40,10.0,4,3,2,HEFT,2,3.6961996820689906
40,10.0,4,3,2,CPoP,2,8.589125458813841
40,10.0,4,3,3,HEFT,1,7.471791298565823
40,10.0,4,3,3,CPoP,1,9.070350461679327
40,10.0,4,3,3,HEFT,2,8.888893920394413
40,10.0,4,3,3,CPoP,2,8.17764749954455
40,10.0,8,2,2,HEFT,1,2.072778385698957
40,10.0,8,2,2,CPoP,1,2.072778385698957
40,10.0,8,2,2,HEFT,2,1.4645475639237873
40,10.0,8,2,2,CPoP,2,1.4645475639237873
40,10.0,8,2,3,HEFT,1,5.264850199538787
40,10.0,8,2,3,CPoP,1,5.264850199538787
40,10.0,8,2,3,HEFT,2,4.117073817916327
40,10.0,8,2,3,CPoP,2,4.117073817916327
40,10.0,8,3,2,HEFT,1,6.205490352779802
40,10.0,8,3,2,CPoP,1,10.276465655812721
40,10.0,8,3,2,HEFT,2,4.15728946811707
40,10.0,8,3,2,CPoP,2,4.157289469975559
40,10.0,8,3,3,HEFT,1,9.042626905308921
40,10.0,8,3,3,CPoP,1,9.319914813044623
40,10.0,8,3,3,HEFT,2,7.850326357874104
40,10.0,8,3,3,CPoP,2,8.986964846151848
41,0.1,4,2,2,HEFT,1,2.5455795246665973
41,0.1,4,2,2,CPoP,1,2.5455795246665973
41,0.1,4,2,2,HEFT,2,2.5455795246665973
41,0.1,4,2,2,CPoP,2,2.5455795246665973
41,0.1,4,2,3,HEFT,1,1.5990724821047966
41,0.1,4,2,3,CPoP,1,1.5990724821047966
41,0.1,4,2,3,HEFT,2,1.5990724821047966
41,0.1,4,2,3,CPoP,2,1.5990724821047966
41,0.1,4,3,2,HEFT,1,2.550393366448826
41,0.1,4,3,2,CPoP,1,2.550393366448826
41,0.1,4,3,2,HEFT,2,2.550393366448826
41,0.1,4,3,2,CPoP,2,2.550393366448826
41,0.1,4,3,3,HEFT,1,3.2656554075973245
41,0.1,4,3,3,CPoP,1,2.993180340082575
41,0.1,4,3,3,HEFT,2,3.29521572860913
41,0.1,4,3,3,CPoP,2,2.993180340082575
41,0.1,8,2,2,HEFT,1,2.4030490365465416
41,0.1,8,2,2,CPoP,1,2.3259239483255154
41,0.1,8,2,2,HEFT,2,2.4030490365465416
41,0.1,8,2,2,CPoP,2,2.3259239483255154
41,0.1,8,2,3,HEFT,1,0.7994018632115399
41,0.1,8,2,3,CPoP,1,0.7994018632115399
41,0.1,8,2,3,HEFT,2,0.7994018632115399
41,0.1,8,2,3,CPoP,2,0.7994018632115399
41,0.1,8,3,2,HEFT,1,2.6933182232318327
41,0.1,8,3,2,CPoP,1,2.68671899396932
41,0.1,8,3,2,HEFT,2,2.6933182232318327
41,0.1,8,3,2,CPoP,2,2.68671899396932
41,0.1,8,3,3,HEFT,1,2.668448128851905
41,0.1,8,3,3,CPoP,1,2.6197532213600425
41,0.1,8,3,3,HEFT,2,2.668448128851905
41,0.1,8,3,3,CPoP,2,2.6197532213600425
41,5.0,4,2,2,HEFT,1,0.7844538228453556
41,5.0,4,2,2,CPoP,1,0.7844538228453556
41,5.0,4,2,2,HEFT,2,0.8802079506768783
41,5.0,4,2,2,CPoP,2,0.8802079506768783
41,5.0,4,2,3,HEFT,1,5.920654495065879
41,5.0,4,2,3,CPoP,1,5.920654495065879
41,5.0,4,2,3,HEFT,2,4.6428934523128
41,5.0,4,2,3,CPoP,2,4.843239949834722
41,5.0,4,3,2,HEFT,1,5.394685444776106
41,5.0,4,3,2,CPoP,1,4.796872600375083
41,5.0,4,3,2,HEFT,2,5.120313069821536
41,5.0,4,3,2,CPoP,2,4.878610510559885
41,5.0,4,3,3,HEFT,1,6.032712918774463
41,5.0,4,3,3,CPoP,1,6.536072800960767
41,5.0,4,3,3,HEFT,2,6.325481586804473
41,5.0,4,3,3,CPoP,2,6.54616556278657
41,5.0,8,2,2,HEFT,1,2.857940269036345
41,5.0,8,2,2,CPoP,1,2.857940269036345
41,5.0,8,2,2,HEFT,2,2.4077329774326914
41,5.0,8,2,2,CPoP,2,2.4077329774326914
41,5.0,8,2,3,HEFT,1,6.415306477279188
41,5.0,8,2,3,CPoP,1,6.415306477279188
41,5.0,8,2,3,HEFT,2,5.6287572486545185
41,5.0,8,2,3,CPoP,2,6.771751953545708
41,5.0,8,3,2,HEFT,1,3.559288484779825
41,5.0,8,3,2,CPoP,1,3.559288484779825
41,5.0,8,3,2,HEFT,2,3.603996859150741
41,5.0,8,3,2,CPoP,2,3.0624864437278454
41,5.0,8,3,3,HEFT,1,6.158312256300344
41,5.0,8,3,3,CPoP,1,7.084728217085186
41,5.0,8,3,3,HEFT,2,7.358712160589814
41,5.0,8,3,3,CPoP,2,7.284056389015591
41,10.0,4,2,2,HEFT,1,7.170096033691967
41,10.0,4,2,2,CPoP,1,7.170096033691967
41,10.0,4,2,2,HEFT,2,2.371003767695271
41,10.0,4,2,2,CPoP,2,2.371003767695271
41,10.0,4,2,3,HEFT,1,4.262542028257204
41,10.0,4,2,3,CPoP,1,4.262542028257204
41,10.0,4,2,3,HEFT,2,2.659426597082549
41,10.0,4,2,3,CPoP,2,2.659426597082549
41,10.0,4,3,2,HEFT,1,8.542265920712026
41,10.0,4,3,2,CPoP,1,8.69259400558716
41,10.0,4,3,2,HEFT,2,8.542265920712026
41,10.0,4,3,2,CPoP,2,8.69259400558716
41,10.0,4,3,3,HEFT,1,10.851897210544037
41,10.0,4,3,3,CPoP,1,11.292739158917655
41,10.0,4,3,3,HEFT,2,10.046830164902971
41,10.0,4,3,3,CPoP,2,11.63483940609257
41,10.0,8,2,2,HEFT,1,4.6466750054145365
41,10.0,8,2,2,CPoP,1,4.6466750054145365
41,10.0,8,2,2,HEFT,2,1.8676151879790601
41,10.0,8,2,2,CPoP,2,1.8676151879790601
41,10.0,8,2,3,HEFT,1,2.762614729069302
41,10.0,8,2,3,CPoP,1,5.351676467580085
41,10.0,8,2,3,HEFT,2,1.9417557567190173
41,10.0,8,2,3,CPoP,2,1.9417557567190173
41,10.0,8,3,2,HEFT,1,7.844295246637274
41,10.0,8,3,2,CPoP,1,11.51749109012801
41,10.0,8,3,2,HEFT,2,5.569241937185164
41,10.0,8,3,2,CPoP,2,6.794958780300495
41,10.0,8,3,3,HEFT,1,8.501842409357604
41,10.0,8,3,3,CPoP,1,9.836170372041472
41,10.0,8,3,3,HEFT,2,5.8915216688048195
41,10.0,8,3,3,CPoP,2,9.519251954979811
42,0.1,4,2,2,HEFT,1,2.1881368623417856
42,0.1,4,2,2,CPoP,1,2.090759508224722
42,0.1,4,2,2,HEFT,2,2.1881368623417856
42,0.1,4,2,2,CPoP,2,2.090759508224722
42,0.1,4,2,3,HEFT,1,2.1656749068743935
42,0.1,4,2,3,CPoP,1,2.115584935139233
42,0.1,4,2,3,HEFT,2,2.1656749068743935
42,0.1,4,2,3,CPoP,2,2.115584935139233
42,0.1,4,3,2,HEFT,1,1.9491382357549418
42,0.1,4,3,2,CPoP,1,1.9825791026476636
42,0.1,4,3,2,HEFT,2,1.9491382357549418
42,0.1,4,3,2,CPoP,2,1.9825791026476636
42,0.1,4,3,3,HEFT,1,3.520936893545172
42,0.1,4,3,3,CPoP,1,3.396325465169999
42,0.1,4,3,3,HEFT,2,3.520936893545172
42,0.1,4,3,3,CPoP,2,3.396325465169999
42,0.1,8,2,2,HEFT,1,1.0896495180047556
42,0.1,8,2,2,CPoP,1,1.0706341426094088
42,0.1,8,2,2,HEFT,2,1.0896495180047556
42,0.1,8,2,2,CPoP,2,1.0706341426094088
42,0.1,8,2,3,HEFT,1,1.3902906571838087
42,0.1,8,2,3,CPoP,1,1.3902906571838087
42,0.1,8,2,3,HEFT,2,1.3902906571838087
42,0.1,8,2,3,CPoP,2,1.3902906571838087
42,0.1,8,3,2,HEFT,1,1.86248627976426
42,0.1,8,3,2,CPoP,1,1.8349855332113716
42,0.1,8,3,2,HEFT,2,1.86248627976426
42,0.1,8,3,2,CPoP,2,1.8349855332113716
42,0.1,8,3,3,HEFT,1,3.2060617264047337
42,0.1,8,3,3,CPoP,1,3.15249307720537
42,0.1,8,3,3,HEFT,2,3.2060617264047337
42,0.1,8,3,3,CPoP,2,3.15249307720537
42,5.0,4,2,2,HEFT,1,1.8108951547229681
42,5.0,4,2,2,CPoP,1,1.8108951547229681
42,5.0,4,2,2,HEFT,2,1.8532536734643466
42,5.0,4,2,2,CPoP,2,1.8532536734643466
42,5.0,4,2,3,HEFT,1,3.0897956715286066
42,5.0,4,2,3,CPoP,1,3.0897956715286066
42,5.0,4,2,3,HEFT,2,1.839212746216112
42,5.0,4,2,3,CPoP,2,1.839212746216112
42,5.0,4,3,2,HEFT,1,9.000471036938018
42,5.0,4,3,2,CPoP,1,8.433487679178551
42,5.0,4,3,2,HEFT,2,9.000471036938018
42,5.0,4,3,2,CPoP,2,9.032748748893264
42,5.0,4,3,3,HEFT,1,5.906989787400986
42,5.0,4,3,3,CPoP,1,6.004232987938798
42,5.0,4,3,3,HEFT,2,5.960461640260411
42,5.0,4,3,3,CPoP,2,6.102605658662893
42,5.0,8,2,2,HEFT,1,4.1536620069233186
42,5.0,8,2,2,CPoP,1,4.1536620069233186
42,5.0,8,2,2,HEFT,2,2.2966977080440736
42,5.0,8,2,2,CPoP,2,2.2966977080440736
42,5.0,8,2,3,HEFT,1,5.063945047171172
42,5.0,8,2,3,CPoP,1,6.2770539761917075
42,5.0,8,2,3,HEFT,2,4.139312810808375
42,5.0,8,2,3,CPoP,2,6.463295229887546
42,5.0,8,3,2,HEFT,1,7.415735744687184
42,5.0,8,3,2,CPoP,1,6.718000061331428
42,5.0,8,3,2,HEFT,2,5.344996466485443
42,5.0,8,3,2,CPoP,2,7.477922444487429
42,5.0,8,3,3,HEFT,1,6.3221087223126196
42,5.0,8,3,3,CPoP,1,6.555434342779859
42,5.0,8,3,3,HEFT,2,6.1451463168246345
42,5.0,8,3,3,CPoP,2,6.204633927190897
42,10.0,4,2,2,HEFT,1,2.1099327486603072
42,10.0,4,2,2,CPoP,1,2.1099327486603072
42,10.0,4,2,2,HEFT,2,2.4393463081217064
42,10.0,4,2,2,CPoP,2,2.4393463081217064
42,10.0,4,2,3,HEFT,1,4.6602430766070935
42,10.0,4,2,3,CPoP,1,4.6602430766070935
42,10.0,4,2,3,HEFT,2,2.298807476294353
42,10.0,4,2,3,CPoP,2,2.298807476294353
42,10.0,4,3,2,HEFT,1,13.870894084849379
42,10.0,4,3,2,CPoP,1,14.398768926427561
42,10.0,4,3,2,HEFT,2,10.449622392465013
42,10.0,4,3,2,CPoP,2,10.449622392465013
42,10.0,4,3,3,HEFT,1,13.421635719407407
42,10.0,4,3,3,CPoP,1,12.250675482005809
42,10.0,4,3,3,HEFT,2,9.09998595635929
42,10.0,4,3,3,CPoP,2,11.918591264787961
42,10.0,8,2,2,HEFT,1,4.479525799232247
42,10.0,8,2,2,CPoP,1,5.362656900492592
42,10.0,8,2,2,HEFT,2,1.3813879042738955
42,10.0,8,2,2,CPoP,2,1.3813879042738955
42,10.0,8,2,3,HEFT,1,5.338848556716313
42,10.0,8,2,3,CPoP,1,6.163905996714826
42,10.0,8,2,3,HEFT,2,2.7632345628381905
42,10.0,8,2,3,CPoP,2,2.7632345628381905
42,10.0,8,3,2,HEFT,1,8.983738416915726
42,10.0,8,3,2,CPoP,1,8.042217389278191
42,10.0,8,3,2,HEFT,2,4.482996695958201
42,10.0,8,3,2,CPoP,2,4.4829966964016705
42,10.0,8,3,3,HEFT,1,11.623268695434763
42,10.0,8,3,3,CPoP,1,12.710183752283031
42,10.0,8,3,3,HEFT,2,11.82916279488898
42,10.0,8,3,3,CPoP,2,12.914514416947013
43,0.1,4,2,2,HEFT,1,2.515060024656114
43,0.1,4,2,2,CPoP,1,2.458173828688543
43,0.1,4,2,2,HEFT,2,2.515060024656114
43,0.1,4,2,2,CPoP,2,2.458173828688543
43,0.1,4,2,3,HEFT,1,1.0387909891941185
43,0.1,4,2,3,CPoP,1,0.9882815449782802
43,0.1,4,2,3,HEFT,2,1.0387909891941185
43,0.1,4,2,3,CPoP,2,0.9882815449782802
43,0.1,4,3,2,HEFT,1,1.8955304708275285
43,0.1,4,3,2,CPoP,1,1.8955304708275285
43,0.1,4,3,2,HEFT,2,1.8955304708275285
43,0.1,4,3,2,CPoP,2,1.8955304708275285
43,0.1,4,3,3,HEFT,1,2.55832977438226
43,0.1,4,3,3,CPoP,1,2.2177419485777174
43,0.1,4,3,3,HEFT,2,2.55832977438226
43,0.1,4,3,3,CPoP,2,2.2177419485777174
43,0.1,8,2,2,HEFT,1,1.4569121966969614
43,0.1,8,2,2,CPoP,1,1.4510922814360856
43,0.1,8,2,2,HEFT,2,1.4569121966969614
43,0.1,8,2,2,CPoP,2,1.4510922814360856
43,0.1,8,2,3,HEFT,1,2.1276914625524195
43,0.1,8,2,3,CPoP,1,2.1276914625524195
43,0.1,8,2,3,HEFT,2,2.1276914625524195
43,0.1,8,2,3,CPoP,2,2.1276914625524195
43,0.1,8,3,2,HEFT,1,3.300118421923366
43,0.1,8,3,2,CPoP,1,3.171004565249267
43,0.1,8,3,2,HEFT,2,3.300118421923366
43,0.1,8,3,2,CPoP,2,3.171004565249267
43,0.1,8,3,3,HEFT,1,3.001911970760874
43,0.1,8,3,3,CPoP,1,3.001911970760874
43,0.1,8,3,3,HEFT,2,3.001911970760874
43,0.1,8,3,3,CPoP,2,3.001911970760874
43,5.0,4,2,2,HEFT,1,1.5246095729306295
43,5.0,4,2,2,CPoP,1,1.5246095729306295
43,5.0,4,2,2,HEFT,2,0.8856390793415563
43,5.0,4,2,2,CPoP,2,1.6473874624910163
43,5.0,4,2,3,HEFT,1,3.5825811086253863
43,5.0,4,2,3,CPoP,1,3.6811483199415234
43,5.0,4,2,3,HEFT,2,2.5389231693250895
43,5.0,4,2,3,CPoP,2,3.7685725974454254
43,5.0,4,3,2,HEFT,1,5.523177925901957
43,5.0,4,3,2,CPoP,1,6.041519116933381
43,5.0,4,3,2,HEFT,2,6.142630857860835
43,5.0,4,3,2,CPoP,2,6.46729075807346
43,5.0,4,3,3,HEFT,1,9.895907918128582
43,5.0,4,3,3,CPoP,1,9.220492021670589
43,5.0,4,3,3,HEFT,2,9.629742005434746
43,5.0,4,3,3,CPoP,2,9.423658795018941
43,5.0,8,2,2,HEFT,1,2.4121830972810594
43,5.0,8,2,2,CPoP,1,2.4121830972810594
43,5.0,8,2,2,HEFT,2,1.5182274906832973
43,5.0,8,2,2,CPoP,2,1.5182274903038848
43,5.0,8,2,3,HEFT,1,5.299218212913069
43,5.0,8,2,3,CPoP,1,5.299218212913069
43,5.0,8,2,3,HEFT,2,5.506556285874026
43,5.0,8,2,3,CPoP,2,5.506556285874026
43,5.0,8,3,2,HEFT,1,4.952824315319136
43,5.0,8,3,2,CPoP,1,5.2029069678822815
43,5.0,8,3,2,HEFT,2,4.382088360002303
43,5.0,8,3,2,CPoP,2,4.382088361615796
43,5.0,8,3,3,HEFT,1,9.656672795566706
43,5.0,8,3,3,CPoP,1,9.656672795695155
43,5.0,8,3,3,HEFT,2,9.766229190534645
43,5.0,8,3,3,CPoP,2,10.558571042095597
43,10.0,4,2,2,HEFT,1,4.459586295055018
43,10.0,4,2,2,CPoP,1,8.050560376617474
43,10.0,4,2,2,HEFT,2,2.4245185285846214
43,10.0,4,2,2,CPoP,2,2.4245185294848914
43,10.0,4,2,3,HEFT,1,4.899532697327382
43,10.0,4,2,3,CPoP,1,8.646728851134188
43,10.0,4,2,3,HEFT,2,4.616774842169912
43,10.0,4,2,3,CPoP,2,4.6509527622870035
43,10.0,4,3,2,HEFT,1,5.805236780203755
43,10.0,4,3,2,CPoP,1,5.805236781465428
43,10.0,4,3,2,HEFT,2,3.0711698001398524
43,10.0,4,3,2,CPoP,2,3.071169801443908
43,10.0,4,3,3,HEFT,1,13.255902556651476
43,10.0,4,3,3,CPoP,1,13.593414463551957
43,10.0,4,3,3,HEFT,2,9.686249029068842
43,10.0,4,3,3,CPoP,2,14.2283001824316
43,10.0,8,2,2,HEFT,1,5.963051291620192
43,10.0,8,2,2,CPoP,1,5.963051291620192
43,10.0,8,2,2,HEFT,2,3.0936312795093586
43,10.0,8,2,2,CPoP,2,3.0936312795093586
43,10.0,8,2,3,HEFT,1,5.218533234110143
43,10.0,8,2,3,CPoP,1,11.853764919358811
43,10.0,8,2,3,HEFT,2,4.840051150782798
43,10.0,8,2,3,CPoP,2,4.840051150782798
43,10.0,8,3,2,HEFT,1,6.908955073633122
43,10.0,8,3,2,CPoP,1,6.908955073633122
43,10.0,8,3,2,HEFT,2,4.676195752086163
43,10.0,8,3,2,CPoP,2,4.67619575314663
43,10.0,8,3,3,HEFT,1,9.855374935330959
43,10.0,8,3,3,CPoP,1,9.891928303334439
43,10.0,8,3,3,HEFT,2,9.2585414379877
43,10.0,8,3,3,CPoP,2,9.955651336103339
44,0.1,4,2,2,HEFT,1,1.204589043852982
44,0.1,4,2,2,CPoP,1,1.2090598288473264
44,0.1,4,2,2,HEFT,2,1.204589043852982
44,0.1,4,2,2,CPoP,2,1.2090598288473264
44,0.1,4,2,3,HEFT,1,2.190969385550826
44,0.1,4,2,3,CPoP,1,2.2088960800275945
44,0.1,4,2,3,HEFT,2,2.190969385550826
44,0.1,4,2,3,CPoP,2,2.2088960800275945
44,0.1,4,3,2,HEFT,1,2.679187284640772
44,0.1,4,3,2,CPoP,1,2.689179203249574
44,0.1,4,3,2,HEFT,2,2.679187284640772
44,0.1,4,3,2,CPoP,2,2.689179203249574
44,0.1,4,3,3,HEFT,1,3.161713547779371
44,0.1,4,3,3,CPoP,1,3.0190590307057534
44,0.1,4,3,3,HEFT,2,3.161713547779371
44,0.1,4,3,3,CPoP,2,3.0190590307057534
44,0.1,8,2,2,HEFT,1,1.5103539720085912
44,0.1,8,2,2,CPoP,1,1.5103539720085912
44,0.1,8,2,2,HEFT,2,1.5103539720085912
44,0.1,8,2,2,CPoP,2,1.5103539720085912
44,0.1,8,2,3,HEFT,1,1.8644981258291238
44,0.1,8,2,3,CPoP,1,1.7791531819537867
44,0.1,8,2,3,HEFT,2,1.8644981258291238
44,0.1,8,2,3,CPoP,2,1.7791531819537867
44,0.1,8,3,2,HEFT,1,1.8387928997390888
44,0.1,8,3,2,CPoP,1,1.8387928997390888
44,0.1,8,3,2,HEFT,2,1.8387928997390888
44,0.1,8,3,2,CPoP,2,1.8387928997390888
44,0.1,8,3,3,HEFT,1,2.940650940952163
44,0.1,8,3,3,CPoP,1,2.940650940952163
44,0.1,8,3,3,HEFT,2,2.940650940952163
44,0.1,8,3,3,CPoP,2,2.940650940952163
44,5.0,4,2,2,HEFT,1,1.8073272882420741
44,5.0,4,2,2,CPoP,1,3.421829871708766
44,5.0,4,2,2,HEFT,2,1.7590483158171253
44,5.0,4,2,2,CPoP,2,1.7590483168732538
44,5.0,4,2,3,HEFT,1,4.619670996915244
44,5.0,4,2,3,CPoP,1,4.619670996915244
44,5.0,4,2,3,HEFT,2,2.7606830896973853
44,5.0,4,2,3,CPoP,2,2.7606830896973853
44,5.0,4,3,2,HEFT,1,5.722408405738507
44,5.0,4,3,2,CPoP,1,5.758855326777885
44,5.0,4,3,2,HEFT,2,3.6312540717625823
44,5.0,4,3,2,CPoP,2,5.758855326777885
44,5.0,4,3,3,HEFT,1,9.594516218173199
44,5.0,4,3,3,CPoP,1,10.953079464053848
44,5.0,4,3,3,HEFT,2,9.316274628845253
44,5.0,4,3,3,CPoP,2,11.415890810753522
44,5.0,8,2,2,HEFT,1,1.173003789086754
44,5.0,8,2,2,CPoP,1,1.173003789086754
44,5.0,8,2,2,HEFT,2,1.4414686221672786
44,5.0,8,2,2,CPoP,2,1.4414686221672786
44,5.0,8,2,3,HEFT,1,4.992826693752958
44,5.0,8,2,3,CPoP,1,4.992826693752958
44,5.0,8,2,3,HEFT,2,4.992826693752958
44,5.0,8,2,3,CPoP,2,5.724709853654575
44,5.0,8,3,2,HEFT,1,4.582979380642937
44,5.0,8,3,2,CPoP,1,5.177945607095879
44,5.0,8,3,2,HEFT,2,4.67056582259337
44,5.0,8,3,2,CPoP,2,5.177945607095879
44,5.0,8,3,3,HEFT,1,7.858461990948096
44,5.0,8,3,3,CPoP,1,7.2086152633238845
44,5.0,8,3,3,HEFT,2,7.884575478103005
44,5.0,8,3,3,CPoP,2,7.483401990462875
44,10.0,4,2,2,HEFT,1,5.021217862052469
44,10.0,4,2,2,CPoP,1,6.644298908683501
44,10.0,4,2,2,HEFT,2,1.828470518719945
44,10.0,4,2,2,CPoP,2,1.8284705191878647
44,10.0,4,2,3,HEFT,1,5.206504296031398
44,10.0,4,2,3,CPoP,1,5.206504296031398
44,10.0,4,2,3,HEFT,2,5.206504296031398
44,10.0,4,2,3,CPoP,2,5.5193725332116825
44,10.0,4,3,2,HEFT,1,9.848965243771142
44,10.0,4,3,2,CPoP,1,7.629020098483519
44,10.0,4,3,2,HEFT,2,4.272067355731326
44,10.0,4,3,2,CPoP,2,4.272067357373433
44,10.0,4,3,3,HEFT,1,10.729513055648813
44,10.0,4,3,3,CPoP,1,10.542508094271833
44,10.0,4,3,3,HEFT,2,9.745048575177844
44,10.0,4,3,3,CPoP,2,11.610569491835363
44,10.0,8,2,2,HEFT,1,3.3616177917548553
44,10.0,8,2,2,CPoP,1,3.3616177917548553
44,10.0,8,2,2,HEFT,2,1.7042704121030052
44,10.0,8,2,2,CPoP,2,1.7042704121030052
44,10.0,8,2,3,HEFT,1,8.997993631696543
44,10.0,8,2,3,CPoP,1,10.967564901605698
44,10.0,8,2,3,HEFT,2,3.1918068333210186
44,10.0,8,2,3,CPoP,2,3.1918068333210186
44,10.0,8,3,2,HEFT,1,4.27461009262003
44,10.0,8,3,2,CPoP,1,4.0467039184011355
44,10.0,8,3,2,HEFT,2,3.5603187771155778
44,10.0,8,3,2,CPoP,2,4.646305848745923
44,10.0,8,3,3,HEFT,1,9.36978757720029
44,10.0,8,3,3,CPoP,1,9.947087559320947
44,10.0,8,3,3,HEFT,2,6.434535209013744
44,10.0,8,3,3,CPoP,2,10.814002415810608
45,0.1,4,2,2,HEFT,1,1.9167229358399638
45,0.1,4,2,2,CPoP,1,1.9167229358399638
45,0.1,4,2,2,HEFT,2,1.9167229358399638
45,0.1,4,2,2,CPoP,2,1.9167229358399638
45,0.1,4,2,3,HEFT,1,2.0795056912135914
45,0.1,4,2,3,CPoP,1,2.036725425949663
45,0.1,4,2,3,HEFT,2,2.0795056912135914
