,scheduler,makespan_ratio
0,BILScheduler,4.264427583913529
1,BILScheduler,1.0000000000234937
2,BILScheduler,1.1166750574651898
3,BILScheduler,1.0000000000203662
4,BILScheduler,1.0000000000272615
5,BILScheduler,1.0000000000289682
6,BILScheduler,1.0000003792758887
7,BILScheduler,1.0
8,BILScheduler,3.170148883002943
9,BILScheduler,1.0000003899772818
10,BILScheduler,1.0000000000216516
11,BILScheduler,1.0000000000255913
12,BILScheduler,1.0000000000260119
13,BILScheduler,1.0000000000268832
14,BILScheduler,3.648935466044725
15,BILScheduler,1.000000000025358
16,BILScheduler,1.0
17,BILScheduler,1.2412047156430657
18,BILScheduler,1.0000000000200515
19,BILScheduler,1.0000000000216214
20,BILScheduler,1.0000000000292304
21,BILScheduler,1.0000000000278477
22,BILScheduler,1.0000000000253009
23,BILScheduler,1.0000000000296883
24,BILScheduler,1.0000000000266784
25,BILScheduler,1.0
26,BILScheduler,1.0000000000276708
27,BILScheduler,1.0
28,BILScheduler,6.5207617211919375
29,BILScheduler,1.0000000000351101
30,BILScheduler,1.0
31,BILScheduler,1.0000000000273275
32,BILScheduler,1.0000000000293678
33,BILScheduler,1.0000000000227622
34,BILScheduler,3.178121158228172
35,BILScheduler,1.0
36,BILScheduler,1.000000000021395
37,BILScheduler,1.00000000002186
38,BILScheduler,1.0000000000287002
39,BILScheduler,1.0000000000296316
40,BILScheduler,4.5631848177001295
41,BILScheduler,4.398547318801225
42,BILScheduler,1.0000000000234182
43,BILScheduler,5.29935267608209
44,BILScheduler,1.0000001114528059
45,BILScheduler,1.0000000000274778
46,BILScheduler,1.0000000000253502
47,BILScheduler,3.6831340785211752
48,BILScheduler,1.0000000000226246
49,BILScheduler,1.0
50,BILScheduler,3.2461500643402244
51,BILScheduler,1.000000000027452
52,BILScheduler,1.0000000000282185
53,BILScheduler,2.5983762047675008
54,BILScheduler,5.053386613607795
55,BILScheduler,1.0000000000236169
56,BILScheduler,1.0000000000240572
57,BILScheduler,3.1595866487624487
58,BILScheduler,1.0
59,BILScheduler,1.3675308653391938
60,BILScheduler,1.0
61,BILScheduler,1.0000000000198033
62,BILScheduler,1.000000000025167
63,BILScheduler,4.915714256997356
64,BILScheduler,1.0000000000272713
65,BILScheduler,1.0000000000328606
66,BILScheduler,1.0000000000218405
67,BILScheduler,1.0887994522246072
68,BILScheduler,1.0000000000240454
69,BILScheduler,1.00000000002131
70,BILScheduler,1.0
71,BILScheduler,4.096088632604027
72,BILScheduler,3.214473876775776
73,BILScheduler,3.7048054215012
74,BILScheduler,1.0
75,BILScheduler,3.914277592884879
76,BILScheduler,1.0000000000318514
77,BILScheduler,4.049173878717475
78,BILScheduler,2.808144212000526
79,BILScheduler,5.659306006680028
80,BILScheduler,1.000000000029479
81,BILScheduler,1.0000000000304015
82,BILScheduler,5.822193961611552
83,BILScheduler,1.0000000000268676
84,BILScheduler,1.0000000000282103
85,BILScheduler,1.0000000000271883
86,BILScheduler,1.0000000000303257
87,BILScheduler,1.082514578120132
88,BILScheduler,1.0
89,BILScheduler,1.0
90,BILScheduler,1.0000000000262785
91,BILScheduler,1.0000000000354397
92,BILScheduler,1.0
93,BILScheduler,3.9938942279850513
94,BILScheduler,1.0000000000235858
95,BILScheduler,1.0
96,BILScheduler,4.498542794918527
97,BILScheduler,1.000000000027605
98,BILScheduler,1.0000000000271114
99,BILScheduler,2.756262468924508
100,CpopScheduler,1.0401879198383905
101,CpopScheduler,1.0000371688220537
102,CpopScheduler,1.0000394633201048
103,CpopScheduler,1.000038952989507
104,CpopScheduler,1.0000712711540354
105,CpopScheduler,1.0000386154144132
106,CpopScheduler,1.0000462686984408
107,CpopScheduler,1.0000327786842431
108,CpopScheduler,1.0000481630996365
109,CpopScheduler,1.0000475745370432
110,CpopScheduler,1.0000496524953033
111,CpopScheduler,1.000041817446178
112,CpopScheduler,1.00004182913429
113,CpopScheduler,1.0000928870264694
114,CpopScheduler,1.0000556689182831
115,CpopScheduler,1.0000547457078404
116,CpopScheduler,1.0000526272921249
117,CpopScheduler,1.0000256899592659
118,CpopScheduler,1.0000377352982646
119,CpopScheduler,1.0000732092883582
120,CpopScheduler,1.0000504257460405
121,CpopScheduler,1.0000962194077034
122,CpopScheduler,1.0000935106844797
123,CpopScheduler,1.0000567124312987
124,CpopScheduler,1.0000469291250236
125,CpopScheduler,1.000050767890221
126,CpopScheduler,1.0000321771643788
127,CpopScheduler,1.0000748180981942
128,CpopScheduler,1.0000022071056307
129,CpopScheduler,1.0000596297774544
130,CpopScheduler,1.0000460508488782
131,CpopScheduler,1.0000513343645658
132,CpopScheduler,1.0000469560999876
133,CpopScheduler,1.0000536586986062
134,CpopScheduler,1.000049423521857
135,CpopScheduler,1.0000437579552248
136,CpopScheduler,1.000059272770196
137,CpopScheduler,1.0000670249473167
138,CpopScheduler,1.000044903465468
139,CpopScheduler,1.0000740635575827
140,CpopScheduler,1.0000583175474087
141,CpopScheduler,1.0000678900371707
142,CpopScheduler,1.0000371075640537
143,CpopScheduler,1.0000035719943605
144,CpopScheduler,1.0000270772954536
145,CpopScheduler,1.0000530535611107
146,CpopScheduler,1.000029196646457
147,CpopScheduler,1.0073978542345519
148,CpopScheduler,1.0000478887416877
149,CpopScheduler,1.000069046609061
