,scheduler,makespan_ratio
0,BILScheduler,1.1111712770725066
1,BILScheduler,1.1495231927760037
2,BILScheduler,1.0
3,BILScheduler,1.2821061209352955
4,BILScheduler,2.211655786333851
5,BILScheduler,1.000000000003002
6,BILScheduler,1.1503371773905255
7,BILScheduler,1.0223217681792554
8,BILScheduler,1.0219874958008655
9,BILScheduler,1.1158301437361087
10,BILScheduler,1.0053451771787045
11,BILScheduler,1.0252221747150134
12,BILScheduler,1.1024300264617806
13,BILScheduler,1.0000000000037634
14,BILScheduler,1.2970315214928394
15,BILScheduler,1.275329865796711
16,BILScheduler,1.2030464888359862
17,BILScheduler,1.0
18,BILScheduler,1.0000000000046627
19,BILScheduler,1.0000000000020737
20,BILScheduler,1.0000000000008873
21,BILScheduler,1.2560740029938282
22,BILScheduler,1.0246446465114103
23,BILScheduler,1.1135052425390632
24,BILScheduler,1.079900012759503
25,BILScheduler,1.9221625388663202
26,BILScheduler,1.0000000000012177
27,BILScheduler,2.004782884024085
28,BILScheduler,1.0
29,BILScheduler,1.0000000000002922
30,BILScheduler,1.0
31,BILScheduler,1.120955023129967
32,BILScheduler,1.0000000000000746
33,BILScheduler,1.1017183234541728
34,BILScheduler,1.0827042643550742
35,BILScheduler,1.3879234652330166
36,BILScheduler,1.0874618606745927
37,BILScheduler,1.0780919860085374
38,BILScheduler,1.2131331433149524
39,BILScheduler,1.0199571693795801
40,BILScheduler,1.000000000000389
41,BILScheduler,1.0000000000001918
42,BILScheduler,1.4085751649779514
43,BILScheduler,1.000000000000181
44,BILScheduler,2.078597361227945
45,BILScheduler,1.1256662606949164
46,BILScheduler,1.0000000000000007
47,BILScheduler,1.0967885560189705
48,BILScheduler,1.0
49,BILScheduler,1.8358432672303693
50,BILScheduler,1.0224947942524758
51,BILScheduler,1.0
52,BILScheduler,1.2066345895967823
53,BILScheduler,1.0
54,BILScheduler,1.0000000000002864
55,BILScheduler,1.2927571928652322
56,BILScheduler,1.0395567484834143
57,BILScheduler,1.0403058649260515
58,BILScheduler,1.1029102134243642
59,BILScheduler,1.1342543325921564
60,BILScheduler,1.045971086726881
61,BILScheduler,1.070291360868069
62,BILScheduler,1.000000000005107
63,BILScheduler,1.3431109023919698
64,BILScheduler,1.029098472293257
65,BILScheduler,1.437233258327735
66,BILScheduler,1.000000000000145
67,BILScheduler,1.110476029463293
68,BILScheduler,1.1124894998543409
69,BILScheduler,1.1243073326303707
70,BILScheduler,1.0000000000001001
71,BILScheduler,1.2503199526605788
72,BILScheduler,1.114600617479524
73,BILScheduler,1.0
74,BILScheduler,1.05450988935218
75,BILScheduler,1.2866883280320007
76,BILScheduler,1.3580050959117782
77,BILScheduler,1.0
78,BILScheduler,1.2720953122462257
79,BILScheduler,1.059096154158888
80,BILScheduler,1.044576892838713
81,BILScheduler,1.0000000000014198
82,BILScheduler,1.031395109520304
83,BILScheduler,2.27100400779974
84,BILScheduler,1.075140073378887
85,BILScheduler,1.0000000000001033
86,BILScheduler,1.1256824861070267
87,BILScheduler,1.0935544418411127
88,BILScheduler,3.364659518629394
89,BILScheduler,1.000000000000473
90,BILScheduler,1.0628083032444406
91,BILScheduler,1.7433311843558459
92,BILScheduler,1.1025497693620114
93,BILScheduler,1.0
94,BILScheduler,1.2707348679329329
95,BILScheduler,1.0248805780493713
96,BILScheduler,1.0
97,BILScheduler,1.02359889284986
98,BILScheduler,1.1761029601880564
99,BILScheduler,1.6985339901182064
100,CpopScheduler,1.0
101,CpopScheduler,1.1179492808728355
102,CpopScheduler,1.009080445828133
103,CpopScheduler,1.058847049657267
104,CpopScheduler,1.0090203438284335
105,CpopScheduler,1.0000000001133706
106,CpopScheduler,1.0046336951939907
107,CpopScheduler,1.0203368071018526
108,CpopScheduler,1.0036908533268902
109,CpopScheduler,1.0166910908761537
110,CpopScheduler,1.0
111,CpopScheduler,1.0547731004898564
112,CpopScheduler,1.0381142224603284
113,CpopScheduler,1.0000000001700662
114,CpopScheduler,1.0
115,CpopScheduler,1.0
116,CpopScheduler,1.0
117,CpopScheduler,1.0000000001316727
118,CpopScheduler,1.0000000001241225
119,CpopScheduler,1.0000000001441394
120,CpopScheduler,1.0000000001087275
121,CpopScheduler,1.0850873681633326
122,CpopScheduler,1.0422761881595923
123,CpopScheduler,1.1420513533299976
124,CpopScheduler,1.004033170395105
125,CpopScheduler,1.0013625573078269
126,CpopScheduler,1.0000000001191354
127,CpopScheduler,1.0
128,CpopScheduler,1.02654836582269
129,CpopScheduler,1.0000000001218214
130,CpopScheduler,1.072246660556592
131,CpopScheduler,1.0058348515755375
132,CpopScheduler,1.0000000001087435
133,CpopScheduler,1.0056603660190815
134,CpopScheduler,1.0195689186462649
135,CpopScheduler,1.0484628899611164
136,CpopScheduler,1.0126146157806075
137,CpopScheduler,1.0027011090583964
138,CpopScheduler,1.0655033436057582
139,CpopScheduler,1.004902473371811
140,CpopScheduler,1.0000000001280918
141,CpopScheduler,1.0000000001088634
142,CpopScheduler,1.0184217131411621
143,CpopScheduler,1.0000000001161533
144,CpopScheduler,1.0
145,CpopScheduler,1.0437481444835028
146,CpopScheduler,1.0000000001118978
147,CpopScheduler,1.0440378117952736
148,CpopScheduler,1.1638981801638797
149,CpopScheduler,1.0595192150028516
150,CpopScheduler,1.017627088189615
151,CpopScheduler,1.0523647447642994
152,CpopScheduler,1.0295983576409913
153,CpopScheduler,1.024906596508493
154,CpopScheduler,1.0000000001278273
155,CpopScheduler,1.0857989846684666
156,CpopScheduler,1.0170471512327375
157,CpopScheduler,1.0213004860193073
158,CpopScheduler,1.002424102392723
159,CpopScheduler,1.0706833563554345
160,CpopScheduler,1.0002286358970982
161,CpopScheduler,1.0340159943881118
162,CpopScheduler,1.0000000001382847
163,CpopScheduler,1.0365187199364616
164,CpopScheduler,1.0
165,CpopScheduler,1.2786376911521333
166,CpopScheduler,1.000000000070882
167,CpopScheduler,1.005595122667334
168,CpopScheduler,1.0
169,CpopScheduler,1.0389100309374724
170,CpopScheduler,1.0000000000966376
171,CpopScheduler,1.116542444317546
172,CpopScheduler,1.0
173,CpopScheduler,1.0805274135234084
174,CpopScheduler,1.0078711651489807
175,CpopScheduler,1.0534584223283647
176,CpopScheduler,1.1675561791998823
177,CpopScheduler,1.0730246599234412
178,CpopScheduler,1.04653081933514
179,CpopScheduler,1.006427745245793
180,CpopScheduler,1.005724696054651
181,CpopScheduler,1.0000000001791822
182,CpopScheduler,1.0067469490951502
183,CpopScheduler,1.0196620559940892
184,CpopScheduler,1.0072802497207938
185,CpopScheduler,1.0000000001159872
186,CpopScheduler,1.0315519903521808
187,CpopScheduler,1.003276174951567
188,CpopScheduler,1.0087053472597303
189,CpopScheduler,1.0000000001681406
190,CpopScheduler,1.0339372394679491
191,CpopScheduler,1.0115562300987484
192,CpopScheduler,1.0
193,CpopScheduler,1.0375458593797744
194,CpopScheduler,1.012579104603772
195,CpopScheduler,1.0
196,CpopScheduler,1.0165283403345642
197,CpopScheduler,1.0350416496336003
198,CpopScheduler,1.0607572720693825
199,CpopScheduler,1.0089001641260922
200,DuplexScheduler,1.0839229516830557
201,DuplexScheduler,1.0
202,DuplexScheduler,1.027454579622174
203,DuplexScheduler,1.0008006830110652
204,DuplexScheduler,1.0292606921310261
205,DuplexScheduler,1.0000000000000009
206,DuplexScheduler,1.0034296743205446
207,DuplexScheduler,1.00056234237714
208,DuplexScheduler,1.0007766800519933
209,DuplexScheduler,1.001832864321097
210,DuplexScheduler,1.1541982859660447
211,DuplexScheduler,1.0
212,DuplexScheduler,1.0014525160842485
213,DuplexScheduler,1.0000000000000002
214,DuplexScheduler,1.0046808085614387
215,DuplexScheduler,1.0196871666635114
216,DuplexScheduler,1.009072991874694
217,DuplexScheduler,1.000000000000217
218,DuplexScheduler,1.0
219,DuplexScheduler,1.0000000000002707
220,DuplexScheduler,1.000000000000172
221,DuplexScheduler,1.0020198597893426
222,DuplexScheduler,1.0032890364240405
223,DuplexScheduler,1.0062272392828693
224,DuplexScheduler,1.000652057661382
225,DuplexScheduler,1.006666737948662
226,DuplexScheduler,1.0
227,DuplexScheduler,1.0044290599176202
228,DuplexScheduler,1.0182641325065054
229,DuplexScheduler,1.0000000000000604
230,DuplexScheduler,1.045520223336042
231,DuplexScheduler,1.0011661371429204
232,DuplexScheduler,1.0000000000000009
233,DuplexScheduler,1.0136971426356702
234,DuplexScheduler,1.0039235940648388
235,DuplexScheduler,1.0454592128782474
236,DuplexScheduler,1.0
237,DuplexScheduler,1.0004264699877006
238,DuplexScheduler,1.0031724973013454
239,DuplexScheduler,1.0013925809185726
240,DuplexScheduler,1.0000000000001372
241,DuplexScheduler,1.0
242,DuplexScheduler,1.020692883008654
243,DuplexScheduler,1.0
244,DuplexScheduler,1.016404104280694
245,DuplexScheduler,1.0038465898946396
246,DuplexScheduler,1.0000000000003912
247,DuplexScheduler,1.0032361687567894
248,DuplexScheduler,1.1058361931436729
249,DuplexScheduler,1.0
250,DuplexScheduler,1.0040226904788527
251,DuplexScheduler,1.0581084414054072
252,DuplexScheduler,1.010223388632791
253,DuplexScheduler,1.0053514630179217
254,DuplexScheduler,1.0
255,DuplexScheduler,1.0056433177847977
256,DuplexScheduler,1.0015132413312402
257,DuplexScheduler,1.0
258,DuplexScheduler,1.0003730833151636
259,DuplexScheduler,1.005506815375829
260,DuplexScheduler,1.003265488910613
261,DuplexScheduler,1.0069622278952284
262,DuplexScheduler,1.0000000000020706
263,DuplexScheduler,1.0313124319404612
264,DuplexScheduler,1.0647230545001314
265,DuplexScheduler,1.0384591987609857
266,DuplexScheduler,1.0
267,DuplexScheduler,1.0099357481433182
268,DuplexScheduler,1.002416749099555
269,DuplexScheduler,1.003662097573765
270,DuplexScheduler,1.0
271,DuplexScheduler,1.0102198134801845
272,DuplexScheduler,1.0168022339793583
273,DuplexScheduler,1.0503453982595232
274,DuplexScheduler,1.000679616543536
275,DuplexScheduler,1.0080746397291913
276,DuplexScheduler,1.0297417804396425
277,DuplexScheduler,1.0655312750730872
278,DuplexScheduler,1.0056623239008
279,DuplexScheduler,1.000107648414952
280,DuplexScheduler,1.0003574261496824
281,DuplexScheduler,1.0000000000001996
282,DuplexScheduler,1.0022286717183868
