Branch,Regime,Workflow,CCR,Instance,Seed,Scheduler,Throughput,Makespan,RescheduleCount
wfcommons,deterministic,epigenomics,0.2,epigenomics_18,0,CPoP-Tp_static,0.0005285480805927,2963.350016721943,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_18,0,FastestNode,0.0002858661698108,3498.1404083705743,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_18,0,MaxTP,0.0005294955054246,2941.584303828327,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,HEFT_static,0.0010638737287782,1021.711781842723,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,CPoP_static,0.0010076608952846,1040.729965879748,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,HEFT-Tp_static,0.0013499331588657,1595.0360366679708,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,CPoP-Tp_static,0.0013499331588657,1647.786926511752,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,FastestNode,0.0006799754082377,1470.641420099377,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_21,0,MaxTP,0.0013499331588657,1655.1884711694584,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,HEFT_static,0.0004858906537948,2064.124570951371,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,CPoP_static,0.0004856202367035,2065.530203375833,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,HEFT-Tp_static,0.0004942890468118,2308.6311049026976,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,CPoP-Tp_static,0.000494100279621,2139.789746248944,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,FastestNode,0.0001789249198251,5588.936415218183,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_17,0,MaxTP,0.0004953214313912,2138.319124613554,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,HEFT_static,0.000345229816665,2896.621183134427,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,CPoP_static,0.0003458168212138,2904.790049615589,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,HEFT-Tp_static,0.0003985469080378,3360.5273935915957,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,CPoP-Tp_static,0.0003983003154421,3380.90578193039,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,FastestNode,0.0002219645230597,4505.224466577379,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_22,0,MaxTP,0.0003975988082677,3362.806768642511,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,HEFT_static,0.0009079729487712,1122.9442330710135,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,CPoP_static,0.0008957623045005,1118.9197862279134,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,HEFT-Tp_static,0.0013292460696274,1928.637438712916,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,CPoP-Tp_static,0.0013292460696274,1820.9719835646204,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,FastestNode,0.000553597095599,1806.36785841632,0
wfcommons,deterministic,epigenomics,0.2,epigenomics_24,0,MaxTP,0.0013292460696274,1753.1396155983373,0
