heuristic,network,ctg_id,num_traces,mean_gap,median_gap,max_gap,mean_ratio,median_ratio,expected_ratio,expected_online_makespan,expected_offline_makespan
HEFT,3node_hetero,0,4,0.0,0.0,0.0,1.0,1.0,1.0,1.5226745429000001,1.5226745429000001
HEFT,3node_hetero,1,4,0.0,0.0,0.0,1.0,1.0,1.0,1.4563972674999999,1.4563972674999999
