heuristic,network,ctg_id,branch,branch_path_probability,num_tasks_ctg,num_tasks_branch,ctg_overlapping_makespan,branch_ctg_makespan,branch_standalone_makespan,branch_gap,branch_ratio_standalone_over_ctg
HEFT,3node_hetero,0,Path: 4,0.80525,8,7,2.0638,1.7513,1.7513,0.0,1.0
HEFT,3node_hetero,0,Path: 3,0.19475,8,7,2.0638,2.0638,2.0638,0.0,1.0
